block_number,wait_time_us,execution_time_us,rss_bytes
24019447,0,16809,11870535680
24019448,0,11011,11882053632
24019449,0,11584,11893964800
24019450,0,10797,11887394816
24019451,0,8027,11897585664
24019452,0,6819,11904909312
24019453,0,19211,11914182656
24019454,0,8659,11926683648
24019455,0,23837,11936464896
24019456,0,3470,11948949504
24019457,0,17821,11960418304
24019458,0,7670,11971837952
24019459,0,22576,11971248128
24019460,0,11212,11983486976
24019461,0,7277,11991908352
24019462,0,11219,11999592448
24019463,0,12520,12008128512
24019464,0,12659,12015468544
24019465,0,9405,12017303552
24019466,0,10392,12028477440
24019467,0,9707,12047302656
24019468,0,9255,12063277056
24019469,0,16675,12061229056
24019470,0,5320,12067717120
24019471,0,13604,12078333952
24019472,0,10199,12091621376
24019473,0,2986,12099993600
24019474,0,25229,12098355200
24019475,0,6498,12111642624
24019476,0,11485,12121653248
24019477,0,9313,12128911360
24019478,0,8765,12137840640
24019479,0,23897,12142575616
24019480,0,9375,12152799232
24019481,0,10529,12162105344
24019482,0,9797,12173344768
24019483,0,12655,12182667264
24019484,0,11894,12182355968
24019485,0,11737,12190187520
24019486,0,14234,12196495360
24019487,0,11149,12203261952
24019488,0,15504,12210470912
24019489,0,9609,12215762944
24019490,0,9369,12227887104
24019491,0,21187,12234178560
24019492,0,11407,12240453632
24019493,0,4758,12243451904
24019494,0,16218,12248236032
24019495,0,7821,12254609408
24019496,0,4526,12259409920
24019497,0,6784,12262981632
24019498,0,13019,12269027328
24019499,0,9056,12278235136
24019500,0,13000,12286214144
24019501,0,15126,12294848512
24019502,0,6914,12290441216
24019503,0,7710,12295651328
24019504,0,14280,12303695872
24019505,0,14520,12312150016
24019506,0,8977,12317687808
24019507,0,11723,12323405824
24019508,0,9562,12328042496
24019509,0,9410,12332220416
24019510,0,19978,12333662208
24019511,0,8990,12345819136
24019512,0,10671,12357320704
24019513,0,7909,12361564160
24019514,0,11521,12367691776
24019515,0,8566,12375965696
24019516,0,7620,12382257152
24019517,0,2318,12381339648
24019518,0,11607,12387827712
24019519,0,4978,12394790912
24019520,0,1714,12399460352
24019521,0,11737,12407685120
24019522,0,5133,12415909888
24019523,0,10696,12423987200
24019524,0,8984,12428918784
24019525,0,16663,12442042368
24019526,0,1790,12448612352
24019527,0,5662,12452233216
24019528,0,8998,12458557440
24019529,0,20203,12469780480
24019530,0,10818,12478660608
24019531,0,7089,12476694528
24019532,0,5614,12480069632
24019533,0,13459,12486934528
24019534,0,9603,12492128256
24019535,0,8725,12496764928
24019536,0,9863,12506054656
24019537,0,5914,12513099776
24019538,0,7632,12525862912
24019539,0,12248,12528517120
24019540,0,2926,12532285440
24019541,0,14423,12533825536
24019542,0,10356,12538167296
24019543,0,3890,12524011520
24019544,0,14034,12525617152
24019545,0,8251,12531220480
24019546,0,2506,12535136256
24019547,0,5779,12537135104
24019548,0,12557,12539871232
24019549,0,2840,12548079616
24019550,0,15337,12549996544
24019551,0,9010,12557156352
24019552,0,8852,12563660800
24019553,0,3418,12566544384
24019554,0,4202,12569853952
24019555,0,15860,12573130752
24019556,0,10093,12580585472
24019557,0,8503,12586057728
24019558,0,9500,12591038464
24019559,0,5100,12595412992
24019560,0,8691,12598394880
24019561,0,8198,12590923776
24019562,0,10656,12593971200
24019563,0,6912,12598034432
24019564,0,10110,12601737216
24019565,0,8008,12604932096
24019566,0,7540,12609388544
24019567,0,5043,12611878912
24019568,0,3697,12613369856
24019569,0,15850,12615483392
24019570,0,9845,12622069760
24019571,0,6729,12626132992
24019572,0,4915,12630949888
24019573,0,13157,12632981504
24019574,0,11032,12638879744
24019575,0,8189,12643008512
24019576,0,8392,12646481920
24019577,0,9171,12650151936
24019578,0,9674,12654444544
24019579,0,6390,12659490816
24019580,0,7532,12663275520
24019581,0,9388,12666847232
24019582,0,8925,12663521280
24019583,0,7967,12656541696
24019584,0,11484,12659769344
24019585,0,11132,12664733696
24019586,0,5816,12667977728
24019587,0,11858,12670746624
24019588,0,10117,12674842624
24019589,0,7137,12678430720
24019590,0,9174,12680937472
24019591,0,9829,12685131776
24019592,0,6294,12690817024
24019593,0,6929,12694372352
24019594,0,10889,12686835712
24019595,0,11088,12691177472
24019596,0,7053,12696829952
24019597,0,9448,12699140096
24019598,0,8418,12703547392
24019599,0,7827,12705513472
24019600,0,7958,12708872192
24019601,0,10870,12711575552
24019602,0,12728,12714524672
24019603,0,11249,12719194112
24019604,0,11098,12722814976
24019605,0,6507,12726239232
24019606,0,6532,12728238080
24019607,0,2800,12730859520
24019608,0,6800,12732809216
24019609,0,12283,12736937984
24019610,0,2039,12744343552
24019611,0,7540,12746178560
24019612,0,7575,12747931648
24019613,0,9804,12753387520
24019614,0,17514,12760104960
24019615,0,2470,12766101504
24019616,0,15395,12767281152
24019617,0,6083,12772720640
24019618,0,10106,12761563136
24019619,0,9841,12767576064
24019620,0,9626,12772409344
24019621,0,7620,12776407040
24019622,0,4098,12780060672
24019623,0,20715,12782174208
24019624,0,7987,12785303552
24019625,0,9745,12788154368
24019626,0,8023,12791496704
24019627,0,8536,12794413056
24019628,0,9167,12797231104
24019629,0,9120,12800966656
24019630,0,6267,12803768320
24019631,0,5889,12805849088
24019632,0,9245,12809125888
24019633,0,9039,12813041664
24019634,0,8666,12816891904
24019635,0,4078,12819972096
24019636,0,15073,12823199744
24019637,0,6504,12828016640
24019638,0,9025,12830425088
24019639,0,7315,12834029568
24019640,0,6943,12837355520
24019641,0,6640,12839862272
24019642,0,6400,12842450944
24019643,0,14346,12845989888
24019644,0,5854,12851052544
24019645,0,8710,12854345728
24019646,0,2480,12856852480
24019647,0,9110,12857606144
24019648,0,14327,12861456384
24019649,0,7547,12865945600
24019650,0,3993,12869238784
24019651,0,12233,12871254016
24019652,0,8612,12875448320
24019653,0,15607,12878266368
24019654,0,19134,12871811072
24019655,0,12220,12876644352
24019656,0,10858,12882018304
24019657,0,8129,12886261760
24019658,0,10093,12889112576
24019659,0,11959,12892585984
24019660,0,5221,12895911936
24019661,0,8413,12898418688
24019662,0,8161,12900335616
24019663,0,11258,12904022016
24019664,0,8025,12907315200
24019665,0,9425,12909740032
24019666,0,7529,12913164288
24019667,0,8315,12915916800
24019668,0,5583,12918898688
24019669,0,7545,12920930304
24019670,0,13892,12923224064
24019671,0,10731,12926156800
24019672,0,7667,12929187840
24019673,0,8716,12933054464
24019674,0,6177,12935938048
24019675,0,9272,12937641984
24019676,0,7827,12940509184
24019677,0,9414,12943917056
24019678,0,7646,12947521536
24019679,0,9340,12949471232
24019680,0,9305,12952403968
24019681,0,6488,12956499968
24019682,0,8284,12943147008
24019683,0,8988,12947226624
24019684,0,9157,12951011328
24019685,0,9681,12955664384
24019686,0,8680,12960006144
24019687,0,9846,12963790848
24019688,0,5455,12968542208
24019689,0,9710,12971687936
24019690,0,7620,12975669248
24019691,0,8742,12979011584
24019692,0,13626,12982566912
24019693,0,8921,12986253312
24019694,0,6268,12989300736
24019695,0,13295,12991741952
24019696,0,9038,12994347008
24019697,0,2313,12997853184
24019698,0,19836,12999933952
24019699,0,7454,13003390976
24019700,0,10982,13006225408
24019701,0,7041,13008863232
24019702,0,5938,13011812352
24019703,0,18374,13014515712
24019704,0,8886,13018136576
24019705,0,9712,13022576640
24019706,0,7140,13026050048
24019707,0,10744,13028737024
24019708,0,10638,13031669760
24019709,0,5892,13034045440
24019710,0,6429,13036421120
24019711,0,11083,13038927872
24019712,0,2635,13042941952
24019713,0,218,13027164160
24019714,0,8062,13027409920
24019715,0,23145,13031473152
24019716,0,3756,13036208128
24019717,0,17012,13039403008
24019718,0,11065,13043482624
24019719,0,7443,13046317056
24019720,0,8123,13048414208
24019721,0,3796,13051265024
24019722,0,7235,13053427712
24019723,0,12187,13056475136
24019724,0,7496,13060079616
24019725,0,7407,13062471680
24019726,0,6735,13065256960
24019727,0,7950,13069811712
24019728,0,7186,13073186816
24019729,0,8282,13075726336
24019730,0,5430,13079314432
24019731,0,12479,13081804800
24019732,0,6000,13085900800
24019733,0,6671,13087735808
24019734,0,2027,13090045952
24019735,0,13324,13092618240
24019736,0,8511,13097664512
24019737,0,7598,13100466176
24019738,0,10050,13103202304
24019739,0,6336,13106184192
24019740,0,15385,13108920320
24019741,0,7297,13112901632
24019742,0,4538,13115752448
24019743,0,12952,13118046208
24019744,0,7429,13121437696
24019745,0,9645,13125025792
24019746,0,5578,13128695808
24019747,0,12000,13131726848
24019748,0,8883,13134610432
24019749,0,7063,13137477632
24019750,0,6931,13140656128
24019751,0,7721,13143523328
24019752,0,6747,13147176960
24019753,0,7801,13141131264
24019754,0,11393,13144031232
24019755,0,5070,13147553792
24019756,0,4950,13149224960
24019757,0,27470,13151010816
24019758,0,10381,13155991552
24019759,0,7603,13160562688
24019760,0,9257,13164052480
24019761,0,8370,13167542272
24019762,0,9766,13171310592
24019763,0,4235,13175472128
24019764,0,6464,13178372096
24019765,0,10198,13182697472
24019766,0,8760,13186039808
24019767,0,11801,13189595136
24019768,0,10081,13193117696
24019769,0,6057,13196591104
24019770,0,8327,13199540224
24019771,0,7293,13203144704
24019772,0,6032,13207453696
24019773,0,5011,13209387008
24019774,0,10400,13210976256
24019775,0,8413,13214793728
24019776,0,7275,13218447360
24019777,0,6228,13222068224
24019778,0,10451,13224656896
24019779,0,6906,13227507712
24019780,0,9716,13231259648
24019781,0,10201,13234126848
24019782,0,8525,13238026240
24019783,0,10940,13242548224
24019784,0,7321,13246742528
24019785,0,8686,13249937408
24019786,0,8068,13253148672
24019787,0,6204,13256261632
24019788,0,12927,13260505088
24019789,0,7571,13266583552
24019790,0,10318,13269778432
24019791,0,6408,13274300416
24019792,0,8562,13263683584
24019793,0,8225,13266763776
24019794,0,10372,13269762048
24019795,0,8243,13273006080
24019796,0,7524,13275840512
24019797,0,10823,13278445568
24019798,0,7661,13282000896
24019799,0,7281,13285081088
24019800,0,7654,13287129088
24019801,0,6687,13290389504
24019802,0,13812,13292929024
24019803,0,4681,13295992832
24019804,0,13238,13297614848
24019805,0,12469,13302611968
24019806,0,2704,13304905728
24019807,0,3445,13306118144
24019808,0,19664,13309476864
24019809,0,5571,13314981888
24019810,0,6650,13317619712
24019811,0,16448,13323010048
24019812,0,14491,13328318464
24019813,0,6387,13334069248
24019814,0,8145,13337182208
24019815,0,9990,13341163520
24019816,0,5577,13344735232
24019817,0,10067,13348454400
24019818,0,3710,13352321024
24019819,0,17856,13353861120
24019820,0,5565,13357645824
24019821,0,4109,13358432256
24019822,0,15239,13361446912
24019823,0,10820,13367394304
24019824,0,4768,13371801600
24019825,0,12055,13374865408
24019826,0,10651,13379403776
24019827,0,4700,13384941568
24019828,0,12212,13389873152
24019829,0,4777,13395476480
24019830,0,1882,13398441984
24019831,0,7588,13401817088
24019832,0,141,13405519872
24019833,0,1452,13405847552
24019834,0,8031,13407600640
24019835,0,19700,13411598336
24019836,0,3058,13416480768
24019837,0,14009,13410009088
24019838,0,6749,13416071168
24019839,0,15719,13418135552
24019840,0,3586,13424459776
24019841,0,6021,13425360896
24019842,0,12688,13429506048
24019843,0,15756,13434552320
24019844,0,8993,13439139840
24019845,0,9643,13440827392
24019846,0,9405,13443579904
24019847,0,7634,13446823936
24019848,0,6570,13448708096
24019849,0,5839,13450739712
24019850,0,9755,13452902400
24019851,0,4349,13455360000
24019852,0,11892,13457620992
24019853,0,5668,13460520960
24019854,0,9845,13463388160
24019855,0,14615,13466206208
24019856,0,8648,13469171712
24019857,0,10750,13471121408
24019858,0,8190,13474250752
24019859,0,9204,13477085184
24019860,0,5800,13480427520
24019861,0,9457,13482934272
24019862,0,7781,13485735936
24019863,0,9931,13487652864
24019864,0,11674,13489242112
24019865,0,9520,13493665792
24019866,0,7660,13496598528
24019867,0,9868,13498761216
24019868,0,4832,13501186048
24019869,0,13774,13502660608
24019870,0,161,13505232896
24019871,0,6674,13506052096
24019872,0,6326,13507493888
24019873,0,14193,13510918144
24019874,0,8091,13514702848
