block_number,execution_time_us,hint_construction_time_us,hint_write_time_us,rss_bytes
24019816,352033,16418,13621,7182483456
24019817,588307,48490,15783,7196655616
24019818,127146,4127,12816,7200292864
24019819,744829,42535,14835,7214727168
24019820,147932,5362,12378,7218315264
24019821,200454,14414,13300,7221903360
24019822,730222,29862,14439,7241039872
24019823,428511,32059,14642,7251623936
24019824,229389,16444,12719,7256440832
24019825,538327,38485,14266,7268040704
24019826,523758,31465,12445,7278493696
24019827,345699,28374,14076,7287554048
24019828,836439,63425,14676,7305723904
24019829,200470,16191,13381,7309656064
24019830,202297,19017,13199,7313014784
24019831,387230,25784,13940,7320682496
24019832,22469,384,10725,7321354240
24019833,73267,4671,11300,7322746880
24019834,392643,21149,13510,7330299904
24019835,888317,38749,11983,7349010432
24019836,499122,26546,13006,7360200704
24019837,993482,59212,15188,7381204992
24019838,200938,7887,14234,7386316800
24019839,1116742,61801,15080,7410253824
24019840,98539,2453,12100,7412596736
24019841,487895,34904,14656,7422607360
24019842,672698,35060,14728,7435812864
24019843,715171,34796,14025,7451082752
24019844,386830,35730,14751,7459504128
24019845,471179,15259,12077,7469907968
24019846,356124,20939,12170,7479705600
24019847,445797,28470,13134,7489765376
24019848,378007,24617,13069,7498088448
24019849,300978,21582,13222,7504281600
24019850,524286,25827,12103,7514046464
24019851,221616,19073,13580,7519223808
24019852,660801,36502,12553,7533150208
24019853,330049,32946,12775,7540211712
24019854,510010,28980,13497,7550517248
24019855,640516,33807,14097,7564836864
24019856,305780,22881,13898,7571341312
24019857,517404,32517,13932,7582056448
24019858,405242,24760,13371,7591100416
24019859,601563,41790,13857,7602667520
24019860,225442,15848,12952,7607468032
24019861,484036,40262,15256,7619559424
24019862,419170,22034,13489,7629029376
24019863,337803,14265,13545,7637254144
24019864,676628,39082,12665,7650820096
24019865,464132,34173,13911,7660994560
24019866,378153,24913,13005,7669399552
24019867,436717,28420,14365,7678230528
24019868,156907,9427,12653,7681638400
24019869,623271,34223,14210,7694827520
24019870,37094,2048,11488,7695319040
24019871,255657,18792,13581,7700824064
24019872,646323,29715,14047,7715946496
24019873,770438,32574,14500,7732805632
24019874,393213,26970,14080,7741734912
24019875,389654,23687,13503,7749206016
24019876,90257,3964,11812,7751352320
24019877,865669,51024,15148,7771471872
24019878,465488,27619,14755,7781285888
24019879,305482,22262,14697,7786840064
24019880,99319,5946,12588,7788593152
24019881,696166,38720,13752,7802290176
24019882,439629,27017,14121,7811399680
24019883,630956,31242,13655,7825260544
24019884,281930,14776,13247,7832027136
24019885,72888,3252,11584,7833698304
24019886,785027,56173,14178,7849672704
24019887,463939,27088,13636,7860305920
24019888,275417,11789,12751,7867826176
24019889,248678,15127,13455,7873953792
24019890,623304,36216,13442,7887945728
24019891,113133,6233,12518,7890239488
24019892,855141,53315,14358,7910424576
24019893,290816,17357,11693,7917223936
24019894,626921,40417,13283,7930691584
24019895,454909,28073,11253,7941439488
24019896,279738,20086,13008,7947108352
24019897,118182,4552,11811,7950303232
24019898,771221,54477,14533,7965294592
24019899,365728,23003,13884,7973126144
24019900,360584,17424,13815,7979876352
24019901,559987,33032,14720,7992246272
24019902,277211,14811,13256,7998898176
24019903,481939,32650,15078,8008400896
24019904,426377,23459,14538,8018345984
24019905,66221,2558,12065,8019623936
24019906,421922,31181,14489,8027930624
24019907,569013,14853,13947,8039186432
24019908,393821,28172,15875,8049246208
24019909,648391,22689,14845,8063762432
24019910,525539,12603,13300,8074985472
24019911,257829,11101,13461,8082472960
24019912,390963,18488,14233,8091811840
24019913,409665,12536,12048,8100544512
24019914,307495,19625,12662,8107540480
24019915,866487,31746,14633,8131313664
24019916,415244,24023,13634,8139636736
24019917,728234,33104,14830,8156839936
24019918,486591,23226,14057,8167407616
24019919,422325,31421,15575,8176943104
24019920,351624,9050,12814,8183463936
24019921,278990,17337,13876,8189689856
24019922,457272,23128,12877,8199815168
24019923,413249,32383,14597,8209612800
24019924,504233,19835,14804,8221556736
24019925,427449,25836,14718,8230371328
24019926,431427,13074,13209,8238071808
24019927,448473,34768,14482,8249147392
24019928,420412,22665,13975,8258011136
24019929,486831,26531,14249,8266924032
24019930,263385,9705,13310,8274837504
24019931,293440,26480,14127,8281587712
24019932,338475,20835,13527,8289452032
24019933,716224,22620,13692,8303919104
24019934,250863,16698,12868,8310505472
24019935,491074,30855,14210,8321122304
24019936,193899,12139,12844,8324792320
24019937,770442,45644,13534,8340570112
24019938,237903,14694,12370,8346304512
24019939,536712,35416,14529,8356937728
24019940,593123,36203,12416,8369307648
24019941,596555,23702,13978,8381923328
24019942,159358,7393,11974,8385757184
24019943,531646,40903,14479,8396111872
24019944,397362,26752,12735,8403140608
24019945,410466,28092,14429,8411512832
24019946,242516,19626,14430,8416313344
24019947,478731,34723,14667,8426209280
24019948,259788,19297,14078,8431353856
24019949,417056,24227,14437,8440528896
24019950,409539,24379,13498,8449392640
24019951,401210,28203,14142,8457617408
24019952,320149,31559,14529,8465891328
24019953,619415,18683,13392,8477442048
24019954,345993,18315,14292,8487141376
24019955,595827,23182,13530,8501067776
24019956,121868,7816,12889,8503967744
24019957,634551,21300,13561,8517091328
24019958,468091,15293,13091,8528052224
24019959,59674,9376,12431,8528740352
24019960,778904,40590,11491,8543911936
24019961,425690,45061,12997,8554430464
24019962,746361,45675,14057,8571011072
24019963,303087,29501,15162,8576974848
24019964,139916,11002,12218,8578924544
24019965,317733,24976,13671,8585428992
24019966,150078,5293,12075,8589180928
24019967,286640,24101,13460,8594554880
24019968,336727,25124,13466,8601075712
24019969,192586,9991,12832,8605892608
24019970,294937,15889,14135,8613036032
24019971,528251,25236,14305,8623489024
24019972,545336,51299,15511,8636284928
24019973,525621,40326,14216,8649277440
24019974,535239,10215,12238,8661270528
24019975,341556,22664,14089,8671232000
24019976,500333,34872,14268,8681963520
24019977,218107,15396,12488,8686288896
24019978,405143,27919,12835,8694398976
24019979,144947,11191,11439,8697233408
24019980,150317,8593,11694,8699838464
24019981,359647,19942,14375,8708292608
24019982,687922,44874,14410,8723038208
24019983,350363,23232,13997,8729788416
24019984,596944,15981,10728,8739831808
24019985,182377,6241,12930,8745517056
24019986,305294,9811,12524,8752480256
24019987,236745,12377,12809,8758591488
24019988,555460,40143,13980,8771043328
24019989,454650,22316,13546,8781234176
24019990,352043,17597,13058,8788148224
24019991,176690,15142,13846,8792588288
24019992,93240,5427,12806,8794243072
24019993,772709,45968,14974,8810266624
24019994,345938,22531,15190,8818147328
24019995,285775,21201,13022,8823685120
24019996,119866,7279,12609,8826388480
24019997,283845,25758,13560,8832204800
24019998,263481,22579,13404,8837185536
24019999,805559,38965,14133,8854011904
24020000,349843,22451,13733,8860958720
24020001,267090,20697,13765,8865660928
24020002,344360,32069,14076,8872853504
24020003,333091,25650,13918,8880652288
24020004,282730,14225,12771,8887287808
24020005,301901,24589,14141,8893284352
24020006,295786,19029,13837,8899624960
24020007,455257,30054,13772,8909570048
24020008,274277,17998,12491,8915042304
24020009,303811,29489,15495,8921481216
24020010,398183,36163,14545,8932130816
24020011,343275,23859,13057,8939290624
24020012,440423,21309,13793,8948580352
24020013,245114,11932,12995,8954019840
24020014,331993,31851,12496,8960655360
24020015,457430,36068,13433,8970158080
24020016,426040,30265,14170,8978399232
24020017,431933,40154,14941,8988606464
24020018,458227,33778,15969,8997240832
24020019,120651,9773,12211,8999206912
24020020,542048,40480,15500,9011036160
24020021,378685,36756,14341,9019047936
24020022,308016,21862,14902,9025273856
24020023,309939,19719,13736,9031401472
24020024,497946,23898,13730,9042575360
24020025,201701,9260,13466,9048588288
24020026,203572,9861,13702,9053978624
24020027,246018,10988,15922,9059909632
24020028,236131,13649,13766,9064251392
24020029,967348,47532,15044,9084993536
24020030,242800,22517,12942,9090367488
24020031,258549,25492,16187,9095938048
24020032,502914,32171,14891,9104572416
24020033,489671,24847,10823,9115222016
24020034,443921,25736,15420,9125314560
24020035,898399,30511,14827,9149726720
24020036,306138,17127,14499,9157263360
24020037,757168,33320,14930,9177497600
24020038,706790,39421,15207,9194242048
24020039,844787,42982,15233,9216835584
24020040,402009,18296,13984,9226649600
24020041,514817,21279,14036,9238773760
24020042,397632,23946,15198,9247145984
24020043,96767,5656,12572,9249308672
24020044,483723,13789,15108,9260056576
24020045,1032294,40095,14182,9283551232
24020046,202771,9364,12570,9288368128
24020047,216293,15220,13455,9293201408
24020048,87131,4534,11701,9294462976
24020049,487545,31409,14024,9304489984
24020050,915647,48649,14374,9323544576
24020051,311288,21173,14188,9330540544
24020052,565155,31770,14142,9341452288
24020053,656240,39130,14555,9356886016
24020054,222212,17748,12823,9361162240
24020055,312826,19153,13856,9367977984
24020056,388085,23830,14113,9376530432
24020057,594319,40502,14143,9388244992
24020058,375527,24232,13708,9395896320
24020059,630627,29794,14319,9411477504
24020060,299484,19801,13968,9418080256
24020061,711574,34759,14188,9432989696
24020062,555897,37094,14267,9446785024
24020063,470175,26749,14086,9457827840
24020064,252714,8879,12885,9465315328
24020065,445076,26781,13998,9475833856
24020066,96514,2043,11063,9477652480
24020067,869869,46143,13964,9496231936
24020068,194594,15628,12861,9501032448
24020069,234760,18754,13221,9505783808
24020070,698805,39376,14070,9519923200
24020071,804521,40613,13607,9539092480
24020072,316529,23855,13015,9545547776
24020073,63305,2785,11615,9546940416
24020074,258714,13172,12640,9551691776
24020075,749520,34197,13616,9566617600
24020076,279573,13804,13135,9573679104
24020077,542643,28261,13295,9586163712
24020078,131503,6681,13412,9589260288
24020079,702685,43822,13775,9602596864
24020080,563692,32507,13913,9615900672
24020081,338730,21001,13724,9623994368
24020082,44971,1794,11091,9625042944
24020083,659154,33682,14735,9638674432
24020084,156689,11713,12528,9641672704
24020085,251140,16694,13779,9646850048
24020086,808250,42501,14081,9664626688
24020087,637066,44426,15168,9680912384
24020088,265658,14135,15389,9686581248
24020089,371696,19287,11894,9693265920
24020090,701163,26220,13529,9709780992
24020091,343729,19542,13318,9718169600
24020092,411762,30982,11035,9726361600
24020093,438840,26178,13657,9735782400
24020094,537787,15374,12193,9748480000
24020095,621333,39663,14506,9765060608
24020096,291514,17819,13113,9771319296
24020097,430307,30207,13736,9780248576
24020098,434639,17501,13680,9790029824
24020099,238882,17182,12957,9794846720
24020100,531692,41244,14414,9805938688
24020101,720198,31207,13859,9823748096
24020102,482909,27449,14248,9834463232
24020103,380214,13256,12816,9841770496
24020104,394689,30259,13720,9850503168
24020105,384030,22676,14036,9858351104
24020106,582078,22132,15108,9874948096
24020107,403982,32954,13745,9883582464
24020108,487797,33102,14926,9894084608
24020109,746138,20981,12818,9907830784
24020110,231599,16840,13426,9912565760
24020111,226130,17014,13216,9917513728
24020112,442580,26456,12708,9926180864
24020113,933587,43449,12842,9948839936
24020114,377520,25107,13044,9956425728
24020115,478765,11822,12894,9966862336
24020116,440285,30279,15476,9977364480
24020117,309014,15852,14888,9982935040
24020118,680131,31434,13492,9997844480
24020119,362452,24124,14842,10006003712
24020120,466081,21711,13463,10015342592
24020121,221446,13818,13773,10020323328
24020122,288882,7270,12267,10024910848
24020123,122195,2185,11760,10027417600
24020124,581957,32881,14207,10041049088
24020125,470118,39588,15022,10051698688
24020126,392141,13271,12885,10059628544
24020127,445248,9836,12276,10069196800
24020128,205414,9677,12470,10074324992
24020129,459037,6393,10593,10082729984
24020130,381886,16448,13212,10094690304
24020131,370327,17700,13689,10104864768
24020132,340625,19274,12588,10111139840
24020133,559628,24946,14626,10124656640
24020134,549071,31766,14846,10136076288
24020135,503919,24194,12970,10147545088
24020136,262322,20544,13812,10152722432
24020137,651467,34317,14568,10166927360
24020138,386837,18851,13714,10176823296
24020139,381570,24421,14194,10185900032
24020140,476105,34227,14717,10196172800
24020141,357831,10089,11844,10204987392
24020142,497263,26893,15051,10216783872
24020143,340313,23174,12157,10224336896
24020144,124707,1868,10875,10226188288
24020145,740102,28663,14998,10242899968
24020146,295696,9340,12772,10250108928
24020147,310497,16766,12267,10258235392
24020148,100814,4503,12408,10260578304
24020149,709040,10748,12509,10274897920
24020150,302342,17569,13074,10283417600
24020151,315551,24825,14072,10290561024
24020152,299433,18826,13595,10296852480
24020153,582696,34181,12842,10308927488
24020154,442165,15853,13841,10319593472
24020155,339300,18560,15107,10328064000
24020156,458976,42602,16902,10337222656
24020157,463825,30856,10478,10347085824
24020158,217453,15454,14081,10351476736
24020159,467590,28190,14719,10360815616
24020160,592189,24545,16058,10375331840
24020161,600002,27499,15144,10389536768
24020162,562471,28501,14479,10400890880
24020163,350276,16743,14836,10409115648
24020164,408253,29197,14461,10417471488
24020165,386773,25631,14318,10426580992
24020166,355350,21132,13814,10434805760
24020167,153666,7418,13496,10438082560
24020168,330789,18248,13967,10446045184
24020169,802245,44955,14206,10462183424
24020170,474664,24964,15052,10473144320
24020171,355640,21945,14980,10481221632
24020172,364784,11893,12940,10489380864
24020173,270310,14889,13037,10495328256
24020174,597748,24633,14150,10505814016
24020175,480940,28899,13038,10516234240
24020176,388770,28427,14583,10524622848
24020177,464338,13854,14051,10533437440
24020178,303185,19381,14597,10541957120
24020179,390427,30051,15479,10550673408
24020180,309812,23558,14428,10557964288
24020181,69826,7886,12598,10559700992
24020182,803133,36584,14331,10577805312
24020183,266404,18369,13248,10584719360
24020184,367482,23874,14048,10591830016
24020185,585133,32186,14162,10604412928
24020186,375121,31692,12546,10613014528
24020187,215309,16146,12808,10617192448
24020188,522474,34680,14115,10629644288
24020189,254045,16556,14284,10635001856
24020190,362579,22212,12922,10642063360
24020191,213864,9274,13252,10647650304
24020192,520283,30310,13694,10658152448
24020193,592599,29298,15051,10670915584
24020194,252407,7148,11963,10677518336
24020195,383553,20626,13792,10687447040
24020196,418472,25308,13238,10697637888
24020197,380017,23428,12985,10704715776
24020198,808155,47430,14170,10725310464
24020199,436919,26544,13385,10735026176
24020200,208079,8972,12622,10740023296
24020201,94663,4975,12284,10742251520
24020202,1013990,39417,14466,10766467072
24020203,618942,42326,14176,10780868608
24020204,374102,18424,13594,10789027840
24020205,341915,22846,14411,10796564480
24020206,590672,27812,12552,10809802752
24020207,301018,19881,15384,10816520192
24020208,353765,27783,13762,10822303744
24020209,546011,37157,14090,10833133568
24020210,364914,17977,14786,10842537984
24020211,809402,34141,14329,10858889216
24020212,42748,1591,10616,10859905024
24020213,701793,38146,14864,10875617280
24020214,389626,28064,12957,10883612672
24020215,362720,21025,13309,10891018240
24020216,438358,29818,15563,10900242432
