block_number,raw_size_bytes,compressed_size_bytes,compression_time_us,decompression_time_us
24062309,83900,44398,153.58,22.42
24062310,87516,42201,175.79,24.25
24062311,95944,40861,180.29,28.42
24062312,84120,43424,175.42,22.29
24062313,133984,46213,217.13,45.29
24062314,121180,59582,252.83,34.04
24062315,83360,42180,170.92,22.33
24062316,33216,15016,70.75,10.63
24062317,144316,63379,299.87,42.58
24062318,81476,39516,160.87,22.33
24062319,162240,71593,295.96,49.04
24062320,190124,104669,396.75,59.83
24062321,63380,31456,132.87,18.83
24062322,17752,9608,43.46,5.75
24062323,217540,84229,401.33,66.87
24062324,112296,54919,231.04,30.87
24062325,126056,58597,254.58,37.75
24062326,79940,33695,142.42,22.37
24062327,26296,13958,57.67,7.71
24062328,184136,64371,314.71,56.5
24062329,176580,86073,363.46,47.17
24062330,93940,52308,173.33,23.21
24062331,86472,44182,170.21,21.75
24062332,24996,13163,54.75,7.13
24062333,114316,54058,222.33,30.63
24062334,155544,80665,299.42,40.29
24062335,83348,38848,155.54,22.37
24062336,130344,53882,234.75,35.92
24062337,133152,62587,233.33,36.0
24062338,158460,70317,309.33,42.58
24062339,218944,112246,417.92,58.04
24062340,125764,58506,241.75,32.92
24062341,110100,50477,212.17,29.17
24062342,7636,4198,14.04,3.04
24062343,258432,120180,520.54,72.79
24062344,15504,8291,35.38,5.38
24062345,166160,69079,306.37,47.5
24062346,112264,58508,236.54,29.79
24062347,270660,120866,503.37,82.38
24062348,93504,46230,185.58,26.21
24062349,155996,88474,307.5,40.25
24062350,68860,30017,124.75,19.46
24062351,96980,49038,196.58,25.08
24062352,75704,38373,148.79,19.83
24062353,300992,131422,597.04,98.79
24062354,101580,46746,198.92,29.08
24062355,177368,97748,371.67,49.62
24062356,123908,58568,255.5,35.17
24062357,84488,36634,160.92,180.04
24062358,138224,72222,277.0,37.79
24062359,67064,32844,145.75,20.04
24062360,85832,40269,174.46,24.83
24062361,75312,38026,162.25,21.87
24062362,154152,62493,308.54,48.29
24062363,169232,99031,358.33,46.25
24062364,68052,36260,153.33,20.12
24062365,42640,25570,89.79,12.42
24062366,135992,68493,309.92,39.08
24062367,50232,25053,106.87,15.25
24062368,109752,49061,209.58,32.0
24062369,200096,84382,396.0,59.87
24062370,51400,22911,101.04,15.54
24062371,139524,69355,302.17,41.0
24062372,77572,40228,159.58,20.38
24062373,40744,17765,83.08,12.42
24062374,203236,73397,367.54,74.13
24062375,191500,104890,374.63,50.79
24062376,52444,27951,99.75,14.71
24062377,80440,39797,160.29,21.67
24062378,122692,51152,201.29,35.25
24062379,14876,7814,34.42,5.12
24062380,174916,65394,315.88,54.67
24062381,146464,66941,296.37,43.54
24062382,71732,34596,142.63,95.71
24062383,251156,120404,484.96,78.71
24062384,112832,57557,237.12,29.71
24062385,96880,45180,186.71,26.92
24062386,75200,39368,152.04,19.96
24062387,142216,63986,281.79,40.58
24062388,15716,8471,35.38,81.88
24062389,175396,65247,302.58,60.17
24062390,201108,108754,379.71,51.79
24062391,97396,47538,191.67,26.25
24062392,29452,15201,63.92,9.21
24062393,188860,82626,357.33,53.25
24062394,76004,35103,141.79,20.79
24062395,142084,67148,297.46,39.29
24062396,114512,54347,227.21,30.92
24062397,87428,39018,159.71,23.88
24062398,98080,48070,194.37,26.58
24062399,79864,32977,138.79,22.54
24062400,82500,41497,165.46,21.29
24062401,164500,57673,274.92,53.5
24062402,171840,101775,348.42,42.46
24062403,74840,39657,131.54,19.29
24062404,11804,5748,26.96,4.13
24062405,109004,53512,228.17,29.25
24062406,193940,69528,330.58,65.08
24062407,88620,46391,183.25,23.25
24062408,69676,38166,148.12,18.21
24062409,159800,57852,270.17,49.79
24062410,123672,64618,257.91,31.83
24062411,87188,40574,161.17,32.37
24062412,15328,8119,28.04,5.12
24062413,78408,35142,142.46,21.71
24062414,120428,57419,235.96,32.46
24062415,105916,55058,221.29,27.58
24062416,99540,46821,189.67,27.21
24062417,76760,41298,135.42,19.67
24062418,20788,11546,47.92,6.08
24062419,30220,15426,64.25,8.63
24062420,197040,71583,346.96,63.67
24062421,32084,17611,70.42,9.04
24062422,169828,57741,281.29,56.29
24062423,164900,76742,331.04,44.54
24062424,97996,43410,157.75,26.84
24062425,78644,36279,145.21,20.75
24062426,13164,6333,28.92,4.75
24062427,224548,81046,388.17,70.75
24062428,240860,121709,443.71,62.79
24062429,92176,45015,177.79,88.92
24062430,81832,44972,170.42,20.54
24062431,72408,36698,122.71,18.83
24062432,226172,102186,435.17,70.63
24062433,82108,39129,155.83,21.96
24062434,89776,47244,160.75,22.46
24062435,106428,51524,211.46,29.21
24062436,189592,96337,384.38,50.5
24062437,63640,32782,131.25,71.79
24062438,89428,45457,176.87,23.33
24062439,182604,75553,349.12,54.42
24062440,67484,32688,135.96,18.92
24062441,94632,48989,201.58,24.83
24062442,174920,94541,350.33,57.13
24062443,75748,42542,145.79,19.46
24062444,100608,42648,185.63,36.25
24062445,152220,57607,258.87,56.71
24062446,59788,31288,129.04,18.54
24062447,78020,39804,159.33,20.42
24062448,161636,66441,306.96,50.79
24062449,109060,48857,220.13,31.5
24062450,17368,9959,44.33,66.92
24062451,205748,77882,373.75,73.71
24062452,100708,54494,183.08,28.25
24062453,114348,49245,214.33,33.37
24062454,173376,98285,356.96,52.79
24062455,78840,39785,159.71,20.5
24062456,97100,39499,182.21,28.58
24062457,95172,50490,164.04,25.42
24062458,128804,71824,251.25,32.25
24062459,104244,43406,190.37,30.38
24062460,89864,48220,168.67,23.08
24062461,169532,58817,284.04,56.71
24062462,63672,33481,140.63,18.71
24062463,89792,39897,168.58,25.25
24062464,130872,65771,240.12,35.25
24062465,87972,41568,171.09,24.21
24062466,53272,26568,112.75,15.71
24062467,156368,45029,244.75,53.17
24062468,192640,117527,420.0,50.46
24062469,72288,38207,150.38,133.25
24062470,96776,44312,211.37,28.08
24062471,49272,21282,130.12,18.63
24062472,152564,49056,272.08,51.5
24062473,154452,75275,344.83,46.12
24062474,144768,87259,299.83,39.63
24062475,124168,62351,277.17,32.79
24062476,67508,32479,142.79,20.37
24062477,116620,50319,225.75,34.38
24062478,121896,55869,243.08,34.58
24062479,114552,55153,203.42,33.04
24062480,102584,46713,203.25,30.63
24062481,94260,44053,186.25,28.17
24062482,169764,94816,355.5,44.92
24062483,92480,41160,153.29,27.25
24062484,42340,20852,89.04,12.13
24062485,188432,56823,294.42,64.0
24062486,17772,9747,44.04,6.04
24062487,184140,63478,317.75,61.33
24062488,160632,77388,299.25,44.79
24062489,77196,40684,164.0,21.41
24062490,127420,62975,231.71,35.87
24062491,157052,90846,313.25,42.17
24062492,59200,29303,124.5,17.54
24062493,105076,46290,198.83,31.12
24062494,111252,57367,248.08,31.54
24062495,72228,34783,161.63,20.29
24062496,124640,53711,236.5,35.83
24062497,93936,48923,202.62,24.96
24062498,119772,51619,220.79,33.5
24062499,187852,79568,327.29,54.62
24062500,89304,42211,170.08,24.34
24062501,21804,11578,49.83,6.96
24062502,184372,59663,292.87,58.88
24062503,137416,74610,273.62,35.71
24062504,92224,43061,171.79,25.46
24062505,211932,111562,390.79,55.33
24062506,73788,33731,136.63,20.67
24062507,75572,38576,149.96,19.54
24062508,120644,58795,239.33,32.33
24062509,81732,37861,150.88,22.42
24062510,81812,41931,172.04,28.71
24062511,87228,36161,167.04,27.46
24062512,5676,3097,15.88,2.96
24062513,131780,43944,209.96,50.0
24062514,129544,43916,192.63,41.58
24062515,136312,69476,298.29,37.25
24062516,124032,62615,252.38,31.46
24062517,121408,53312,225.58,33.79
24062518,85276,40997,163.54,23.25
24062519,134368,50153,237.21,38.42
24062520,89468,42190,167.5,23.58
24062521,141472,55253,256.38,40.88
24062522,141240,60774,272.29,40.62
24062523,106616,60524,202.83,26.96
24062524,90336,40886,166.33,24.75
24062525,181880,96266,352.13,48.29
24062526,72960,32207,133.54,20.79
24062527,56172,23537,103.62,16.67
24062528,192932,68164,322.96,59.04
24062529,39764,21284,85.17,11.38
24062530,164160,82942,344.37,42.33
24062531,113508,52504,220.0,31.46
24062532,163136,77718,291.63,44.21
24062533,179940,104849,352.33,45.13
24062534,33140,17696,75.12,9.42
24062535,122116,56529,245.79,34.38
24062536,127872,58530,253.42,35.79
24062537,17128,8952,41.71,5.92
24062538,162692,76946,349.21,45.5
24062539,104032,52138,220.0,28.46
24062540,81876,39339,160.21,21.96
24062541,130460,52078,240.0,37.71
24062542,13804,7613,24.5,4.54
24062543,148352,53589,250.33,46.79
24062544,238360,121630,470.92,65.04
24062545,67248,30793,132.63,19.96
24062546,101636,53930,186.21,27.5
24062547,86620,44826,174.38,22.42
24062548,29608,16368,66.12,8.37
24062549,171388,66157,278.29,51.75
24062550,131176,63705,232.75,34.87
24062551,54784,28119,112.71,15.46
24062552,236616,125490,434.71,61.17
24062553,90572,48667,192.04,23.37
24062554,67336,38194,126.71,17.13
24062555,130744,78102,239.33,32.13
24062556,80716,39178,154.83,21.08
24062557,206668,84427,376.13,60.0
24062558,76772,37824,149.37,20.92
24062559,85468,41489,163.96,22.79
24062560,83052,40442,160.71,22.46
24062561,136784,58696,262.46,38.42
24062562,91316,42792,170.04,24.42
24062563,197796,83125,335.88,57.25
24062564,79368,38677,152.17,21.17
24062565,72304,35012,137.38,19.25
24062566,179276,77799,337.87,50.29
24062567,95824,43387,179.04,27.25
24062568,95908,44240,180.59,26.83
24062569,152436,87968,291.29,39.17
24062570,98064,45161,185.21,27.75
24062571,116320,46571,199.96,32.75
24062572,164300,66636,299.42,47.0
24062573,86412,45366,174.33,21.96
24062574,77284,43963,149.62,19.13
24062575,14920,7881,33.96,5.0
24062576,160068,57084,271.38,50.42
24062577,131548,60947,264.17,35.92
24062578,77300,38124,153.83,21.0
24062579,85880,43372,168.46,22.08
24062580,151048,65436,256.58,43.17
