block_number,wait_time_us,execution_time_us,rss_bytes
24019447,0,22482,11827707904
24019448,0,10691,11827019776
24019449,0,12188,11832786944
24019450,0,11545,11840487424
24019451,0,7894,11845763072
24019452,0,7058,11849596928
24019453,0,19298,11853004800
24019454,0,8449,11861639168
24019455,0,11530,11868143616
24019456,0,3386,11879022592
24019457,0,17658,11886313472
24019458,0,7724,11894685696
24019459,0,10535,11900878848
24019460,0,10925,11908661248
24019461,0,6775,11915001856
24019462,0,11195,11919327232
24019463,0,12321,11922456576
24019464,0,12933,11927699456
24019465,0,8347,11933630464
24019466,0,9493,11937513472
24019467,0,9137,11942363136
24019468,0,8779,11946950656
24019469,0,15877,11956748288
24019470,0,5137,11966152704
24019471,0,13146,11960320000
24019472,0,10337,11969839104
24019473,0,3043,11975704576
24019474,0,12594,11983142912
24019475,0,6645,11993153536
24019476,0,10915,12003082240
24019477,0,9095,12012617728
24019478,0,8716,12021612544
24019479,0,13178,12019499008
24019480,0,8951,12029476864
24019481,0,10319,12036653056
24019482,0,9965,12050530304
24019483,0,11754,12061655040
24019484,0,11440,12049301504
24019485,0,11986,12061179904
24019486,0,15727,12071256064
24019487,0,12028,12078841856
24019488,0,28538,12081135616
24019489,0,9910,12087263232
24019490,0,9237,12095635456
24019491,0,9093,12103516160
24019492,0,11415,12109365248
24019493,0,4302,12113543168
24019494,0,16327,12127977472
24019495,0,8075,12143132672
24019496,0,5232,12138446848
24019497,0,7013,12141789184
24019498,0,13099,12148899840
24019499,0,8919,12160991232
24019500,0,12741,12171771904
24019501,0,14770,12184748032
24019502,0,6589,12191744000
24019503,0,8063,12178882560
24019504,0,15467,12187631616
24019505,0,14587,12200837120
24019506,0,7786,12206473216
24019507,0,11522,12213338112
24019508,0,9285,12220776448
24019509,0,10927,12219482112
24019510,0,8798,12226641920
24019511,0,9575,12231639040
24019512,0,9908,12243566592
24019513,0,8053,12253970432
24019514,0,11799,12258787328
24019515,0,8128,12254593024
24019516,0,7201,12260229120
24019517,0,1989,12263800832
24019518,0,10989,12268404736
24019519,0,4571,12275417088
24019520,0,1623,12279906304
24019521,0,12254,12290588672
24019522,0,5639,12299223040
24019523,0,10906,12307546112
24019524,0,9479,12302106624
24019525,0,15581,12314443776
24019526,0,1891,12322111488
24019527,0,6429,12326289408
24019528,0,8863,12332105728
24019529,0,20188,12344164352
24019530,0,22467,12341968896
24019531,0,6211,12348276736
24019532,0,5364,12353175552
24019533,0,13415,12362727424
24019534,0,9992,12369739776
24019535,0,9412,12375212032
24019536,0,9709,12378963968
24019537,0,5881,12382273536
24019538,0,7190,12386369536
24019539,0,12391,12389498880
24019540,0,3086,12392792064
24019541,0,27707,12383027200
24019542,0,10925,12388941824
24019543,0,3944,12392972288
24019544,0,14290,12397772800
24019545,0,8951,12414418944
24019546,0,2791,12419006464
24019547,0,6576,12426608640
24019548,0,12710,12429017088
24019549,0,3021,12419432448
24019550,0,15435,12420792320
24019551,0,9027,12425625600
24019552,0,8363,12430573568
24019553,0,3240,12433784832
24019554,0,3977,12436717568
24019555,0,15704,12438962176
24019556,0,10088,12444909568
24019557,0,8362,12449628160
24019558,0,9225,12453560320
24019559,0,5033,12457345024
24019560,0,8656,12460048384
24019561,0,7682,12463964160
24019562,0,10518,12467191808
24019563,0,6677,12471042048
24019564,0,9829,12474089472
24019565,0,7917,12477546496
24019566,0,7243,12481478656
24019567,0,4801,12483739648
24019568,0,3276,12484886528
24019569,0,14687,12486492160
24019570,0,9656,12492062720
24019571,0,6415,12496355328
24019572,0,5187,12489949184
24019573,0,12856,12491653120
24019574,0,9869,12496551936
24019575,0,7618,12500353024
24019576,0,8286,12502663168
24019577,0,9282,12505628672
24019578,0,9526,12509102080
24019579,0,6333,12513591296
24019580,0,7499,12516999168
24019581,0,8987,12520275968
24019582,0,7857,12523388928
24019583,0,7406,12526927872
24019584,0,10032,12529680384
24019585,0,9832,12533792768
24019586,0,5373,12536807424
24019587,0,11418,12538986496
24019588,0,9737,12542935040
24019589,0,7045,12546048000
24019590,0,8978,12548669440
24019591,0,9413,12552454144
24019592,0,6192,12557254656
24019593,0,6843,12560039936
24019594,0,10259,12562677760
24019595,0,10824,12566773760
24019596,0,6964,12570984448
24019597,0,9279,12573884416
24019598,0,8329,12576882688
