block_number,cache_size_bytes
24097362,2131543
24097363,3957625
24097364,1921873
24097365,1690520
24097366,3047689
24097367,4264982
24097368,2513752
24097369,2308475
24097370,3032373
24097371,2000121
24097372,1734886
24097373,3735767
24097374,2899414
24097375,1827970
24097376,2385634
24097377,3247911
24097378,2665076
24097379,3135109
24097380,2551450
24097381,2329147
24097382,3220441
24097383,644023
24097384,3177200
24097385,3138599
24097386,2296288
24097387,2793626
24097388,2088698
24097389,2933166
24097390,2530521
24097391,2107506
24097392,3244511
24097393,1885571
24097394,2508365
24097395,3166071
24097396,2592515
24097397,2878651
24097398,2825278
24097399,1960047
24097400,2608762
24097401,3361825
24097402,2460638
24097403,3505903
24097404,3107821
24097405,241097
24097406,5277317
24097407,2613157
24097408,3961985
24097409,2994165
24097410,3944872
24097411,2908833
24097412,2448071
24097413,2697178
24097414,6191589
24097415,2298310
24097416,5102366
24097417,3859062
24097418,3654265
24097419,3618016
24097420,4081360
24097421,2141614
24097422,2714438
24097423,4518607
24097424,2897351
24097425,2297950
24097426,949517
24097427,6467962
24097428,3249787
24097429,2979201
24097430,3383336
24097431,918995
24097432,3196791
24097433,3746604
24097434,3916625
24097435,3452345
24097436,3241208
24097437,4560273
24097438,2844684
24097439,2975365
24097440,3738800
24097441,4903252
24097442,3265035
24097443,3036416
24097444,4855899
24097445,4594095
24097446,3643972
24097447,4245402
24097448,3051428
24097449,4372051
24097450,3912431
24097451,5060554
24097452,1748750
24097453,1711984
24097454,4581631
24097455,2371325
24097456,6306177
24097457,4159889
24097458,4858932
24097459,4312980
24097460,5439540
24097461,3977600
24097462,2704187
24097463,3261008
24097464,3965913
24097465,4357785
24097466,729429
24097467,4178148
24097468,3748049
24097469,3166323
24097470,4027400
24097471,4928436
24097472,4847265
24097473,4430799
24097474,4860768
24097475,3457345
24097476,4353251
24097477,3696183
24097478,3223449
24097479,5325446
24097480,3728431
24097481,2736036
24097482,3654444
24097483,2405575
24097484,4175831
24097485,3662495
24097486,5880897
24097487,2918496
24097488,6228822
24097489,3314193
24097490,4306926
24097491,4411231
24097492,4254656
24097493,2691369
24097494,4158706
24097495,4798341
24097496,3236418
24097497,2553044
24097498,3848698
24097499,3235655
24097500,4009375
24097501,3382775
24097502,2912829
24097503,2608429
24097504,2201543
24097505,3647899
24097506,2366898
24097507,6601545
24097508,7422052
24097509,2785243
24097510,3694207
24097511,7364201
24097512,7126657
24097513,6987859
24097514,5048211
24097515,5239560
24097516,8259712
24097517,4967539
24097518,5705780
24097519,3393343
24097520,3019778
24097521,3020157
24097522,3569405
24097523,3684876
24097524,3799236
24097525,2320395
24097526,3408712
24097527,1068392
24097528,3488774
24097529,4331313
24097530,3480442
24097531,3409714
24097532,1577554
24097533,1867427
24097534,2750017
24097535,3142671
24097536,2893445
24097537,4429291
24097538,7470880
24097539,4045140
24097540,5911948
24097541,6113816
24097542,1046781
24097543,5174408
24097544,742006
24097545,3406481
24097546,3356781
24097547,4217149
24097548,3115840
24097549,3477532
24097550,2677091
24097551,2869759
24097552,2976812
24097553,2303572
24097554,2902831
24097555,2041148
24097556,2647588
24097557,1024887
24097558,2130388
24097559,2763563
24097560,7154143
24097561,6609705
24097562,4346295
24097563,6931861
24097564,6339020
24097565,2486507
24097566,4551831
24097567,5976759
24097568,2107211
24097569,2987483
24097570,7398072
24097571,3987591
24097572,3499292
24097573,4005346
24097574,2859837
24097575,4717561
24097576,2938110
24097577,4218941
24097578,3369268
24097579,2689582
24097580,1754170
24097581,5367152
24097582,2906166
24097583,2171377
24097584,4730318
24097585,3298847
24097586,2016963
24097587,2594245
24097588,2558074
24097589,4227305
24097590,2910767
24097591,3470934
24097592,2202563
24097593,3766571
24097594,1958159
24097595,3056094
24097596,2621622
24097597,919822
24097598,4237811
24097599,2359824
24097600,2927507
24097601,2838148
24097602,1416157
24097603,2450111
24097604,2893925
24097605,2456082
24097606,2459170
24097607,3000943
24097608,3616380
24097609,1852141
24097610,3881879
24097611,1752326
24097612,4286316
24097613,2468078
24097614,2624124
24097615,4121323
24097616,3210087
24097617,689762
24097618,3622761
24097619,520728
24097620,4207200
24097621,2223661
24097622,3141744
24097623,2194745
24097624,2470930
24097625,3610363
24097626,2346925
24097627,2205334
24097628,2015824
24097629,2470567
24097630,2843550
24097631,2991465
24097632,2515551
24097633,1798275
24097634,3182912
24097635,3777603
24097636,2271931
24097637,3163180
24097638,3376508
24097639,3744487
24097640,2340292
24097641,2681128
24097642,3225122
24097643,1399580
24097644,2791979
24097645,4231478
24097646,3372327
24097647,2628951
24097648,2218581
24097649,2841846
24097650,2782044
24097651,2575302
24097652,2208593
24097653,2343001
24097654,781797
24097655,3986503
24097656,2232903
24097657,1806224
24097658,3101510
24097659,2250604
24097660,3554515
24097661,2677074
24097662,2778292
24097663,2646606
24097664,2813124
24097665,2803567
24097666,3619792
24097667,483261
24097668,4130163
24097669,3181952
24097670,2874206
24097671,2024202
24097672,2767660
24097673,2048543
24097674,2296161
24097675,2779093
24097676,2937058
24097677,2012397
24097678,2627825
24097679,2030977
24097680,2755516
24097681,2179476
24097682,2589738
24097683,2317241
24097684,3472458
24097685,2854484
24097686,748969
24097687,4749465
24097688,2459495
24097689,2566493
24097690,2993798
24097691,790149
24097692,5304401
24097693,3094554
24097694,3461017
24097695,3383871
24097696,2489087
24097697,3524491
24097698,3672246
24097699,2606294
24097700,2491860
24097701,300765
24097702,629047
24097703,5902661
24097704,4042641
24097705,2086441
24097706,2769170
24097707,3153441
24097708,3358428
24097709,2199764
24097710,2309712
24097711,1301053
24097712,4054485
24097713,2852582
24097714,3287289
24097715,1891846
24097716,4982414
24097717,4108174
24097718,4031707
24097719,3910545
24097720,2127394
24097721,2740480
24097722,3116681
24097723,3553131
24097724,2669508
24097725,3274428
24097726,1964762
24097727,1691222
24097728,3074088
24097729,2209615
24097730,2385858
24097731,2399168
24097732,2796569
24097733,3348220
24097734,1777592
24097735,1744064
24097736,2424385
24097737,1793945
24097738,4011418
24097739,2709257
24097740,2957224
24097741,2361886
24097742,2009431
24097743,2210701
24097744,2685607
24097745,2949584
24097746,957082
24097747,416235
24097748,3768077
24097749,2616511
24097750,2771164
24097751,2751565
24097752,1754617
24097753,2811672
24097754,2559390
24097755,3293712
24097756,3263259
24097757,526317
24097758,819976
24097759,6153084
24097760,1022321
24097761,3919627
24097762,3810557
24097763,279586
24097764,3010270
24097765,3844641
24097766,1654951
24097767,2376265
24097768,1971720
24097769,2458250
24097770,2032645
24097771,3767037
24097772,1853696
24097773,2786624
24097774,2137896
24097775,2434857
24097776,2949946
24097777,1980068
24097778,3019909
24097779,2053849
24097780,2016181
24097781,2994869
24097782,1619113
24097783,2775685
24097784,1839744
24097785,2575738
24097786,1872250
24097787,2953512
24097788,2565635
24097789,2550903
24097790,3407288
24097791,2332431
24097792,3986927
24097793,3164314
24097794,4745179
24097795,2526030
24097796,1857420
24097797,3485459
24097798,783348
24097799,3105690
24097800,2752458
24097801,2522906
24097802,3195215
24097803,2215919
24097804,2744494
24097805,2552575
24097806,2490573
24097807,360225
24097808,3275205
24097809,2283130
24097810,3115959
24097811,626478
24097812,3711306
24097813,2849001
24097814,2729788
24097815,738428
24097816,3860295
24097817,3369251
24097818,2145713
24097819,1107438
24097820,3927198
24097821,1738440
24097822,2708679
24097823,2702511
24097824,1765772
24097825,514378
24097826,5251443
24097827,4679776
24097828,4989901
24097829,3739593
24097830,3943359
24097831,1981980
24097832,3744481
24097833,2526511
24097834,3322350
24097835,2997910
24097836,2752409
24097837,3009217
24097838,2544966
24097839,2045256
24097840,2242200
24097841,2679058
24097842,658682
24097843,4668769
24097844,2987930
24097845,2231195
24097846,3297640
24097847,2166094
24097848,3169901
24097849,1791380
24097850,3241620
24097851,2119013
24097852,2405643
24097853,3366404
24097854,4128463
24097855,2466644
24097856,2670753
24097857,3214139
24097858,3031988
24097859,3489442
24097860,3204400
24097861,4209379
24097862,3275162
24097863,4090910
24097864,5687563
24097865,2136565
24097866,2593031
24097867,3506384
24097868,3831207
24097869,3141090
24097870,2549606
24097871,1709988
24097872,3332080
24097873,3333833
24097874,2512231
24097875,2856140
24097876,2564592
24097877,3254196
24097878,3453702
24097879,1502321
24097880,2198693
24097881,2003034
24097882,3141242
24097883,3122685
24097884,3950245
24097885,3997598
24097886,3490262
24097887,3229976
24097888,3086122
24097889,2138748
24097890,3312731
24097891,1664925
24097892,3560842
24097893,2864566
24097894,2965820
24097895,2916156
24097896,3408346
24097897,2337781
24097898,4178090
24097899,2448121
24097900,2658986
24097901,3724265
24097902,2462129
24097903,3658338
24097904,2733061
24097905,4539301
24097906,1419148
24097907,2337577
24097908,3255558
24097909,2179146
24097910,1793045
24097911,2109845
24097912,4180244
24097913,3305795
24097914,1524835
24097915,3453739
24097916,3419971
24097917,4175328
24097918,2867095
24097919,3178446
24097920,1642959
24097921,2849911
24097922,2621005
24097923,2831252
24097924,3116556
24097925,2909830
24097926,3426423
24097927,2786892
24097928,2429621
24097929,3419796
24097930,2104168
24097931,2694153
24097932,2407763
24097933,3487894
24097934,2494935
24097935,2443275
24097936,840147
24097937,4420303
24097938,2451391
24097939,3849594
24097940,2685466
24097941,2812947
24097942,3554592
24097943,4057060
24097944,2411799
24097945,5524978
24097946,3168908
24097947,2549938
24097948,1422085
24097949,3713794
24097950,3298146
24097951,2949573
24097952,3101731
24097953,2336177
24097954,4845981
24097955,256964
24097956,3935479
24097957,3114924
24097958,2525628
24097959,3865061
24097960,4551956
24097961,2839191
24097962,3015433
24097963,3049877
24097964,3678939
24097965,3458478
24097966,588976
24097967,835748
24097968,6789576
24097969,3208971
24097970,4408937
24097971,2266622
24097972,2738603
24097973,1419425
24097974,4640580
24097975,2346254
24097976,3249324
24097977,3569357
24097978,827065
24097979,4432329
24097980,1974448
24097981,2883488
24097982,3547756
24097983,3822922
24097984,4769991
24097985,2916688
24097986,2987173
24097987,3871472
24097988,818625
24097989,5508317
24097990,3031075
24097991,3944561
24097992,2271817
24097993,2886453
24097994,3400843
24097995,3932885
24097996,3222862
24097997,3184791
24097998,2057585
24097999,3851061
24098000,2209815
24098001,2292388
24098002,4611532
24098003,844692
24098004,4408242
24098005,2343837
24098006,3193909
24098007,3371858
24098008,3028117
24098010,1382755
24098011,6679646
24098012,2096658
24098013,2808241
24098014,752627
24098015,6574565
24098016,3050369
24098017,3498670
24098018,2647075
24098019,3367797
24098020,2789455
24098021,3700928
24098022,2803892
24098023,3141602
24098024,3773624
24098025,3143238
24098026,4504034
24098027,3171156
24098028,3517815
24098029,2748778
24098030,3279486
24098031,2774807
24098032,3232140
24098033,3695789
24098034,3042692
24098035,2839710
24098036,2692111
24098037,3161993
24098038,3453898
24098039,3599078
24098040,1221420
24098041,4207442
24098042,3407652
24098043,3090015
24098044,3591525
24098045,4534414
24098046,2454221
24098047,2073541
24098048,2642820
24098049,2535221
24098050,4940999
24098051,773018
24098052,4886920
24098053,2679479
24098054,3337630
24098055,2625963
24098056,2609211
24098057,3514432
24098058,2752062
24098059,3263812
24098060,2564709
24098061,2834585
24098062,2438732
24098063,4308619
24098064,3247198
24098065,1148958
24098066,4251453
24098067,4738096
24098068,3044874
24098069,3587609
24098070,2985140
24098071,2403015
24098072,2868300
24098073,2280055
24098074,2956101
24098075,2423935
24098076,3171546
24098077,2199693
24098078,3086861
24098079,3113828
24098080,2173250
24098081,2324068
24098082,2063017
24098083,2828635
24098084,3218582
24098085,3421875
24098086,2805545
24098087,3263721
24098088,2682840
24098089,2314629
24098090,3681440
24098091,3396897
24098092,2394112
24098093,3792947
24098094,2158985
24098095,2489598
24098096,2247863
24098097,1483465
24098098,1405099
24098099,3606808
24098100,11698
24098101,3404517
24098102,3738165
24098103,2713477
24098104,2083249
24098105,2041029
24098106,4369578
24098107,2655621
24098108,1973126
24098109,3830216
24098110,2830114
24098111,2597689
24098112,2786508
24098113,3651291
24098114,3522387
24098115,529448
24098116,5702799
24098117,2432872
24098118,4326299
24098119,3522910
24098120,2752738
24098121,3205684
24098122,2083106
24098123,3013265
24098124,3526706
24098125,2779474
24098126,2444522
24098127,2568714
24098128,1874681
24098129,722454
24098130,5396246
24098131,3022228
24098132,2529453
24098133,3246627
24098134,2805346
24098135,2850471
24098136,2177604
24098137,2274284
24098138,4777748
24098139,7694668
24098140,2597356
24098141,6398715
24098142,5388677
24098143,2536327
24098144,5597630
24098145,5481186
24098146,4357035
24098147,3350748
24098148,3322523
24098149,3999692
24098150,2755323
24098151,3540713
24098152,5440795
24098154,5905284
24098155,3604364
24098156,1910845
24098157,3451568
24098158,1207816
24098159,2657677
24098160,4801718
24098161,2181193
24098162,1730016
24098163,4084142
24098164,2903904
24098165,2307715
24098166,1558106
24098167,4159385
24098168,3800885
24098169,2715021
24098170,2232253
24098171,2462021
24098172,2667986
24098173,534876
24098174,3266422
24098175,2321518
24098176,2629559
24098177,2859833
24098178,3398851
24098179,3568709
24098180,3142461
24098181,2569407
24098182,3603681
24098183,2956326
24098184,2960136
24098185,3532251
24098186,654625
24098187,4149356
24098188,5819294
24098189,3746379
24098190,3636817
24098191,3370337
24098192,3552655
24098193,3201033
24098194,880581
24098195,4823434
24098196,3247576
24098197,3181589
24098198,3375497
24098199,3856185
24098200,2375961
24098201,3827317
24098202,2632670
24098203,2690193
24098204,3184778
24098205,2764643
24098206,3463710
24098207,3254195
24098208,3309060
24098209,4108651
24098210,3681292
24098211,3450146
24098212,2274082
24098213,2974738
24098214,439614
24098215,1046924
24098216,3900933
24098217,5015518
24098218,2625448
24098219,2099219
24098220,2348480
24098221,809944
24098222,4242732
24098223,3719155
24098224,3973521
24098225,965663
24098226,3841110
24098227,4098985
24098228,2609579
24098229,2834737
24098230,3239820
24098231,2571174
24098232,3070041
24098233,2195067
24098234,935320
24098235,4604677
24098236,2634563
24098237,2890724
24098238,3603213
24098239,3000932
24098240,1988295
24098241,731842
24098242,4029948
24098243,2586329
24098244,4062835
24098245,2338519
24098246,2229662
24098247,3649035
24098248,3108609
24098249,2828316
24098250,2098861
24098251,5472426
24098252,3791926
24098253,627340
24098254,4925816
24098255,2976350
24098256,1977105
24098257,3419255
24098258,3797334
24098259,2477230
24098260,2395261
24098261,2214916
24098262,3538145
24098263,2311203
24098264,3206773
24098265,3212434
24098266,2207217
24098267,2415344
24098268,2805681
24098269,2698088
24098270,3179066
24098271,2391836
24098272,3094148
24098273,3485317
24098274,2669667
24098275,1900894
24098276,735491
24098277,3948405
24098278,3002526
24098279,3980067
24098280,1901364
24098281,2715447
24098282,2776545
24098283,2215670
24098284,3425998
24098285,3011162
24098286,401956
24098287,3894252
24098288,3976150
24098289,4999940
24098290,4377995
24098291,4659385
24098292,4541261
24098293,3202083
24098294,5468712
24098295,2133924
24098296,3432816
24098297,2165650
24098298,2450737
24098299,4649810
24098300,4386594
24098301,2790625
24098302,4274190
24098303,3131979
24098304,3258630
24098305,4776111
24098306,3082138
24098307,3224771
24098308,1078247
24098309,4581859
24098310,2628175
24098311,5144883
24098312,3229178
24098313,2643187
24098314,2594260
24098315,2743787
24098316,3806557
24098317,2855834
24098318,4257254
24098319,2303466
24098320,4083335
24098321,4143738
24098322,2646868
24098323,2941981
24098324,3445415
24098325,3266707
24098326,2815451
24098327,653421
24098328,5185143
24098329,4330006
24098330,576951
24098331,1053193
24098332,2197421
24098333,6592836
24098334,3891815
24098335,4107534
24098336,4373878
24098337,2800770
24098338,2865701
24098339,4006466
24098340,2108906
24098341,3032027
24098342,456498
24098343,4498502
24098344,3066441
24098345,2551272
24098346,3178663
24098347,3038192
24098348,3093051
24098349,3073633
24098350,3233732
24098351,3601995
24098352,2275202
24098353,5393948
24098354,270099
24098355,3963461
24098356,3057511
24098357,366035
24098358,3991648
24098359,623031
24098360,5129039
24098361,3275350
24098362,3561432
24098363,3499062
24098364,3428383
24098365,2643775
24098366,3458182
24098367,2367666
24098368,2417467
24098369,2702091
24098370,2788417
24098371,1950622
24098372,3380747
24098373,1920134
24098374,3116488
24098375,2514061
24098376,1062086
24098377,3269762
24098378,3243748
24098379,2247243
24098380,4516542
24098381,3042998
24098382,591925
24098383,3915664
24098384,3043746
24098385,2810276
24098386,2135188
24098387,3010924
24098388,2345542
24098389,3517433
24098390,2088949
24098391,2941604
24098392,1778653
24098393,2932990
24098394,2601461
24098395,1818205
24098396,3701640
24098397,2210296
24098398,2715874
24098399,3852917
24098400,2435056
24098401,1585989
24098402,2987195
24098403,3346933
24098404,3392783
24098405,2290917
24098406,3610462
24098407,3157886
24098408,3489001
24098409,2279481
24098410,4728989
24098411,3375121
24098412,4581749
24098413,2524420
24098414,3614623
24098415,3153344
24098416,2596362
24098417,3148625
24098418,3485622
24098419,3895072
24098420,2551341
24098421,2717287
24098422,2904570
24098423,2570066
24098424,3029730
24098425,3448108
24098426,2560730
24098427,1919750
24098428,2316320
24098429,2654159
24098430,2505406
24098431,3425675
24098432,3363819
24098433,2446713
24098434,2269524
24098435,3174951
24098436,2250268
24098437,3398407
24098438,2726113
24098439,1864270
24098440,3179084
24098441,2580239
24098442,1594513
24098443,3794355
24098444,1860821
24098445,3437797
24098446,2151980
24098447,3664705
24098448,2910283
24098449,2554013
24098450,2391101
24098451,3729177
24098452,3775313
24098453,2049650
24098454,3397917
24098455,2062673
24098456,2933394
24098457,1990041
24098458,3956916
24098459,3568080
24098460,416559
24098461,5287725
24098462,2713079
24098463,545176
24098464,4894593
24098465,2393859
24098466,3840725
24098467,2103675
24098468,2426400
24098469,2833701
24098470,2713483
24098471,3381432
24098472,3233538
24098473,2490453
24098474,2490743
24098475,2408901
24098476,3707769
24098477,372246
24098478,3945965
24098479,3949826
24098480,3096054
24098481,2545337
24098482,2446951
24098483,436677
24098484,4401449
24098485,2664551
24098486,2882276
24098487,3483759
24098488,2783899
24098489,3930157
24098490,2898006
24098491,2702215
24098492,3604357
24098493,2375916
24098494,3233297
24098495,2509630
24098496,3216590
24098497,4791541
24098498,1673220
24098499,3470516
24098500,2780620
24098501,1831569
24098502,733579
24098503,3796196
24098504,3690852
24098505,1010279
24098506,3826392
24098507,379352
24098508,2913416
24098509,3144342
24098510,1815083
24098511,2591048
24098512,2647042
24098513,2510121
24098514,2738802
24098515,2270843
24098516,2845120
24098517,2808906
24098518,2323139
24098519,2679952
24098520,2478743
24098521,3335707
24098522,3291032
24098523,2633422
24098524,2300521
24098525,2649994
24098526,3389084
24098527,2336231
24098528,2284128
24098529,208458
24098530,4347618
24098531,4027225
24098532,2283789
24098533,1572990
24098534,2950074
24098535,3322011
24098536,212245
24098537,4498447
24098538,2283997
24098539,2728713
24098540,2573503
24098541,3972233
24098542,2802960
24098543,2295522
24098544,450322
24098545,2367219
24098546,4181859
24098547,3221166
24098548,2747132
24098549,3590430
24098550,2159637
24098551,664078
24098552,3980910
24098553,3607214
24098554,3228845
24098555,2394451
24098556,3953370
24098557,3094993
24098558,3330469
24098559,1937502
24098560,2403777
24098561,2249338
24098562,2011167
24098563,2290456
24098564,2766055
24098565,3554912
24098566,4930468
24098567,807908
24098568,4261387
24098569,1003229
24098570,3042637
24098571,3050179
24098572,3269411
24098573,3257215
24098574,3566626
24098575,4169189
24098576,4070271
24098577,2516953
24098578,3559764
24098579,3361395
24098580,2708852
24098581,2006596
24098582,1951658
24098583,2855318
24098584,896225
24098585,4004965
24098586,2951828
24098587,2795361
24098588,1806942
24098589,5294884
24098590,4016239
24098591,2550633
24098592,2833021
24098593,4442963
24098594,3431549
24098595,2482363
24098596,5047346
24098597,3670123
24098598,2786435
24098599,3510037
24098600,2177447
24098601,2738192
24098602,3108347
24098603,3009441
24098604,2582844
24098605,3782143
24098606,2816327
24098607,3078965
24098608,2065807
24098609,3886616
24098610,3163037
24098611,2547985
24098612,4646921
24098613,5654273
24098614,3981121
24098615,2922067
24098616,2859726
24098617,2990921
24098618,585184
24098619,4995183
24098620,2003668
24098621,3453237
24098622,2362557
24098623,3955664
24098624,2279301
24098625,2843668
24098626,2402858
24098627,3827959
24098628,4392893
24098629,381733
24098630,3280047
24098631,1789047
24098632,4561612
24098633,3980253
24098634,3228197
24098635,3569175
24098636,2347505
24098637,2168384
24098638,3429713
24098639,637355
24098640,3735783
24098641,2762299
24098642,1741918
24098643,3548787
24098644,2977538
24098645,2792751
24098646,2648009
24098647,2777188
24098648,3095938
24098649,573221
24098650,3664425
24098651,493035
24098652,4053223
24098653,4036408
24098654,2273887
24098655,1923152
24098656,3502058
24098657,3937540
24098658,2825610
24098659,2769736
24098660,2709209
24098661,322820
24098662,3348753
24098663,4019029
24098664,2552214
24098665,2973367
24098666,3473420
24098667,3899535
24098668,2527470
24098669,3447186
24098670,2647822
24098671,2310197
24098672,2560516
24098673,3556849
24098674,2894478
24098675,3010769
24098676,2395900
24098677,3045541
24098678,2295815
24098679,2494564
24098680,3071570
24098681,3315226
24098682,4046653
24098683,3118733
24098684,3043552
24098685,3384754
24098686,2870462
24098687,2801233
24098688,2390499
24098689,2630818
24098690,3157060
24098691,2980412
24098692,3275208
24098693,2774186
24098694,2686318
24098695,2907621
24098696,4088014
24098697,2851108
24098698,2540219
24098699,654109
24098700,3427837
24098701,2826650
24098702,3579886
24098703,3893649
24098704,2609810
24098705,3355529
24098706,3210720
24098707,2358477
24098708,3371971
24098709,2282459
24098710,284386
24098711,5215251
24098712,2555417
24098713,2332297
24098714,3290303
24098715,2446569
24098716,2275005
24098717,2485240
24098718,2955398
24098719,2840558
24098720,2892198
24098721,2201508
24098722,3386952
24098723,2422971
24098724,3784799
24098725,2504667
24098726,3040995
24098727,2587513
24098728,2240127
24098729,1947597
24098730,1963128
24098731,3065736
24098732,2666053
24098733,2051300
24098734,2209971
24098735,2993224
24098736,1869429
24098737,2955196
24098738,3042403
24098739,2168317
24098740,2895342
24098741,2516537
24098742,2967437
24098743,2926809
24098744,2469648
24098745,564456
24098746,3290961
24098747,2755290
24098748,2289486
24098749,2441361
24098750,2572998
24098751,2050628
24098752,2267425
24098753,3881111
24098754,3127895
24098755,3701673
24098756,2948396
24098757,4121061
24098758,2930186
24098759,2475855
24098760,2668113
24098761,745911
24098762,2232341
24098763,2439519
24098764,2164479
24098765,2517228
24098766,2501504
24098767,2180445
24098768,3054246
24098769,2119951
24098770,2833691
24098771,3150689
24098772,3104026
24098773,2858858
24098774,1884587
24098775,2347684
24098776,2536818
24098777,2529443
24098778,2901126
24098779,2548578
24098780,252618
24098781,3360849
24098782,3479742
24098783,3587868
24098784,1978275
24098785,3037294
24098786,3220830
24098787,2502732
24098788,3837620
24098789,1764702
24098790,2426713
24098791,3339721
24098792,3370249
24098793,2546653
24098794,2939657
24098795,2257638
24098796,3716095
24098797,1911207
24098798,2512816
24098799,2845130
24098800,2136641
24098801,2304839
24098802,2194222
24098803,559162
24098804,1879933
24098805,1819954
24098806,1942071
24098807,4046444
24098808,2803664
24098809,2200441
24098810,3012851
24098811,2246835
24098812,3019936
24098813,577214
24098814,1243491
24098815,5024485
24098816,1128048
24098817,3022053
24098818,2785984
24098819,1755430
24098820,2422711
24098821,2165711
24098822,3209714
24098823,1990763
24098824,2805762
24098825,2922277
24098826,2166188
24098827,165871
24098828,2815067
24098829,3972864
24098830,3484957
24098831,3392161
24098832,3846696
24098833,3330865
24098834,2464052
24098835,3199232
24098836,3448516
24098837,2148887
24098838,2826512
24098839,2602678
24098840,2455572
24098841,1938926
24098842,2633164
24098843,3176767
24098844,2758846
24098845,3095939
24098846,1803716
24098847,2892604
24098848,3250155
24098849,2170365
24098850,2989704
24098851,2091539
24098852,2066612
24098853,2656436
24098854,1854079
24098855,2291781
24098856,2258297
24098857,3161158
24098858,1865280
24098859,3425876
24098860,2167871
24098861,960600
24098862,4758214
24098863,2007794
24098864,3327710
24098865,1857707
24098866,860327
24098867,4179784
24098868,2247738
24098869,2430374
24098870,3165803
24098871,2160345
24098872,1647169
24098873,2188164
24098874,2488565
24098875,2177809
24098876,1882655
24098877,2647753
24098878,2998965
24098879,2623437
24098880,1934789
24098881,2159297
24098882,3226018
24098883,3419901
24098884,2687009
24098885,2389974
24098886,3421268
24098887,2731943
24098888,3498949
24098889,2624327
24098890,2197334
24098891,2972067
24098892,1833384
24098893,2597848
24098894,2197228
24098895,2903676
24098896,2427451
24098897,1927119
24098898,3262683
24098899,1916983
24098900,2161297
24098901,3409515
24098902,2328657
24098903,3089853
24098904,2362149
24098905,3245900
24098906,2391921
24098907,2979428
24098908,3211727
24098909,1730323
24098910,954311
24098911,2683582
24098912,3511664
24098913,2280468
24098914,2105206
24098915,2343344
24098916,3621113
24098917,2586602
24098918,4409282
24098919,2736901
24098920,2064632
24098921,2257182
24098922,412911
24098923,3001964
24098924,3113307
24098925,3826675
24098926,2635424
24098927,2595451
24098928,3249941
24098929,1900810
24098930,3188566
24098931,3533316
24098932,2652722
24098933,725640
24098934,2400138
24098935,2421850
24098936,2396608
24098937,2220359
24098938,3123131
24098939,2956545
24098940,2362529
24098941,2561707
24098942,2474006
24098943,2238588
24098944,2628572
24098945,3252195
24098946,2503995
24098947,1879599
24098948,2376383
24098949,2842723
24098950,2197989
24098951,1507125
24098952,2397919
24098953,3078306
24098954,2213113
24098955,2442536
24098956,2263004
24098957,1909717
24098958,2260056
24098959,221162
24098960,4605751
24098961,2593624
24098962,3022977
24098963,2746015
24098964,2723215
24098965,1726088
24098966,2138905
24098967,1787328
24098968,2829267
24098969,1887322
24098970,1862143
24098971,2880373
24098972,1944516
24098973,2438754
24098974,2153465
24098975,207602
24098976,2644543
24098977,2496533
24098978,4518904
24098979,1306921
24098980,2741583
24098981,2886469
24098982,3828259
24098983,2830593
24098984,5095749
24098985,3425376
24098986,2515761
24098987,2311680
24098988,2500560
24098989,2556929
24098990,2486941
24098991,3637210
24098992,2237670
24098993,2475103
24098994,3009750
24098995,1957625
24098996,2348648
24098997,2691132
24098998,2134271
24098999,2938679
24099000,2615590
24099001,2214198
24099002,2730390
24099003,3157559
24099004,1532740
24099005,1882328
24099006,4436802
24099007,2961157
24099008,2616365
24099009,1808307
24099010,2521973
24099011,2064702
24099012,626888
24099013,2427890
24099014,3034973
24099015,2415602
24099016,2424158
24099017,2925760
24099018,2163223
24099019,3181532
24099020,2131091
24099021,3067533
24099022,2854738
24099023,2204751
24099024,2542018
24099025,2968917
24099026,2325860
24099027,2365153
24099028,2052822
24099029,3395200
24099030,776773
24099031,4028304
24099032,2611847
24099033,2463153
24099034,3010867
24099035,2860678
24099036,1738009
24099037,2389857
24099038,2307601
24099039,2907260
24099040,2218015
24099041,3530420
24099042,2317042
24099043,2581254
24099044,2198226
24099045,2474906
24099046,2460959
24099047,107065
24099048,1230802
24099049,2096401
24099050,1630784
24099051,3828975
24099052,1801204
24099053,3857027
24099054,425985
24099055,3761766
24099056,4188028
24099057,2784172
24099058,3822786
24099059,3209816
24099060,3099507
24099061,2416299
24099062,2745332
24099063,3319853
24099064,2952882
24099065,3029925
24099066,2681270
24099067,2935152
24099068,2162909
24099069,2843433
24099070,2669263
24099071,3151623
24099072,2787061
24099073,3421985
24099074,2144523
24099075,1600396
24099076,2683099
24099077,3637013
24099078,3105394
24099079,2816904
24099080,2266730
24099081,3232091
24099082,3087221
24099083,2328264
24099084,3147845
24099085,2650566
24099086,2399143
24099087,2440029
24099088,2518075
24099089,288573
24099090,2766458
24099091,4575629
24099092,1830390
24099093,2635416
24099094,2955989
24099095,1886500
24099096,2846481
24099097,2170996
24099098,2935944
24099099,1903582
24099100,2602103
24099101,3188052
24099102,2867480
24099103,2227684
24099104,3238135
24099105,2437986
24099106,1993488
24099107,2948789
24099108,2686959
24099109,3099253
24099110,591409
24099111,2702584
24099112,2484484
24099113,886822
24099114,2480246
24099115,3557012
24099116,2410023
24099117,882826
24099118,2669221
24099119,525346
24099120,4896251
24099121,3316243
24099122,3271020
24099123,1887438
