op_type,op_name,value_bytes,count
11,CREATE,1533,1
11,CREATE,1539,1
11,CREATE,1541,1
11,CREATE,1550,2
11,CREATE,1555,1
11,CREATE,1558,19
11,CREATE,1560,1
11,CREATE,1565,1
11,CREATE,1567,2
11,CREATE,1570,1
11,CREATE,1573,1
11,CREATE,1578,3
11,CREATE,1591,2
11,CREATE,1592,1
11,CREATE,1608,1
11,CREATE,1619,1
11,CREATE,1620,2
11,CREATE,1622,1
11,CREATE,1624,1
11,CREATE,1626,1
11,CREATE,1638,1
11,CREATE,1639,1
11,CREATE,1641,1
11,CREATE,1643,1
11,CREATE,1644,1
11,CREATE,1650,1
11,CREATE,1654,3
11,CREATE,1655,4
11,CREATE,1657,1
11,CREATE,1659,1
11,CREATE,1664,1
11,CREATE,1668,1
11,CREATE,1676,1
11,CREATE,1679,1
11,CREATE,1680,1
11,CREATE,1681,2
11,CREATE,1686,1
11,CREATE,1695,2
11,CREATE,1698,1
11,CREATE,1703,6
11,CREATE,1709,1
11,CREATE,1710,2
11,CREATE,1711,1
11,CREATE,1717,1
11,CREATE,1718,1
11,CREATE,1723,1
11,CREATE,1726,2
11,CREATE,1734,2
11,CREATE,1736,1
11,CREATE,1737,3
11,CREATE,1741,1
11,CREATE,1744,1
11,CREATE,1753,1
11,CREATE,1767,3
11,CREATE,1769,2
11,CREATE,1772,1
11,CREATE,1775,1
11,CREATE,1776,1
11,CREATE,1782,1
11,CREATE,1783,2
11,CREATE,1787,1
11,CREATE,1789,1
11,CREATE,1792,1
11,CREATE,1796,1
11,CREATE,1803,1
11,CREATE,1805,1
11,CREATE,1812,1
11,CREATE,1815,4
11,CREATE,1816,1
11,CREATE,1818,1
11,CREATE,1819,1
11,CREATE,1820,7
11,CREATE,1821,2
11,CREATE,1823,1
11,CREATE,1826,1
11,CREATE,1829,1
11,CREATE,1830,1
11,CREATE,1831,1
11,CREATE,1848,1
11,CREATE,1849,1
11,CREATE,1852,5
11,CREATE,1854,2
11,CREATE,1856,10
11,CREATE,1861,3
11,CREATE,1862,1
11,CREATE,1866,4
11,CREATE,1870,1
11,CREATE,1874,1
11,CREATE,1875,3
11,CREATE,1879,10
11,CREATE,1880,1
11,CREATE,1882,1
11,CREATE,1891,3
11,CREATE,1896,1
11,CREATE,1898,1
11,CREATE,1902,1
11,CREATE,1903,1
11,CREATE,1912,1
11,CREATE,1917,11
11,CREATE,1919,1
11,CREATE,1922,2
11,CREATE,1924,1
11,CREATE,1925,3
11,CREATE,1927,1
11,CREATE,1928,1
11,CREATE,1932,1
11,CREATE,1934,1
11,CREATE,1935,1
11,CREATE,1942,1
11,CREATE,1963,1
11,CREATE,1971,1
11,CREATE,1976,1
11,CREATE,1980,1
11,CREATE,1983,1
11,CREATE,1984,1
11,CREATE,1987,1
11,CREATE,1994,1
11,CREATE,1995,2
11,CREATE,2002,1
11,CREATE,2003,1
11,CREATE,2004,2
11,CREATE,2011,1
11,CREATE,2021,1
11,CREATE,2026,1
11,CREATE,2028,5
11,CREATE,2031,1
11,CREATE,2038,10
11,CREATE,2041,1
11,CREATE,2056,7
11,CREATE,2058,1
11,CREATE,2062,3
11,CREATE,2081,1
11,CREATE,2086,1
11,CREATE,2088,1
11,CREATE,2092,2
11,CREATE,2094,1
11,CREATE,2097,1
11,CREATE,2098,1
11,CREATE,2102,2
11,CREATE,2109,20
11,CREATE,2119,1
11,CREATE,2123,1
11,CREATE,2125,1
11,CREATE,2133,1
11,CREATE,2134,1
11,CREATE,2135,1
11,CREATE,2137,10
11,CREATE,2155,1
11,CREATE,2156,2
11,CREATE,2159,1
11,CREATE,2163,6
11,CREATE,2174,4
11,CREATE,2181,1
11,CREATE,2190,1
11,CREATE,2193,7
11,CREATE,2195,1
11,CREATE,2201,1
11,CREATE,2211,1
11,CREATE,2221,3
11,CREATE,2233,1
11,CREATE,2234,1
11,CREATE,2255,1
11,CREATE,2261,50
11,CREATE,2262,1
11,CREATE,2278,10
11,CREATE,2292,1
11,CREATE,2295,1
11,CREATE,2302,2
11,CREATE,2305,2
11,CREATE,2309,1
11,CREATE,2310,1
11,CREATE,2326,1
11,CREATE,2334,7
11,CREATE,2343,1
11,CREATE,2349,16
11,CREATE,2350,1
11,CREATE,2364,1
11,CREATE,2366,1
11,CREATE,2371,1
11,CREATE,2385,1
11,CREATE,2392,1
11,CREATE,2396,1
11,CREATE,2400,2
11,CREATE,2419,1
11,CREATE,2421,2
11,CREATE,2436,1
11,CREATE,2449,6
11,CREATE,2453,7
11,CREATE,2459,1
11,CREATE,2468,1
11,CREATE,2475,1
11,CREATE,2478,35
11,CREATE,2486,1
11,CREATE,2492,1
11,CREATE,2496,6
11,CREATE,2501,1
11,CREATE,2518,57
11,CREATE,2528,6
11,CREATE,2530,1
11,CREATE,2534,2
11,CREATE,2541,1
11,CREATE,2557,1
11,CREATE,2559,1
11,CREATE,2575,1
11,CREATE,2581,4
11,CREATE,2585,1
11,CREATE,2587,1
11,CREATE,2591,1
11,CREATE,2594,2
11,CREATE,2600,2
11,CREATE,2609,1
11,CREATE,2616,1
11,CREATE,2635,1
11,CREATE,2638,1
11,CREATE,2640,1
11,CREATE,2656,1
11,CREATE,2662,1
11,CREATE,2668,1
11,CREATE,2670,3
11,CREATE,2725,17
11,CREATE,2728,1
11,CREATE,2751,3
11,CREATE,2759,3
11,CREATE,2764,2
11,CREATE,2770,1
11,CREATE,2781,1
11,CREATE,2785,1
11,CREATE,2786,3
11,CREATE,2796,3
11,CREATE,2801,10
11,CREATE,2806,1
11,CREATE,2829,1
11,CREATE,2841,1
11,CREATE,2858,1
11,CREATE,2874,1
11,CREATE,2878,1
11,CREATE,2879,1
11,CREATE,2889,1
11,CREATE,2902,2
11,CREATE,2903,7
11,CREATE,2914,1
11,CREATE,2925,2
11,CREATE,2926,9
11,CREATE,2928,1
11,CREATE,2930,3
11,CREATE,2931,8
11,CREATE,2953,3
11,CREATE,2958,1
11,CREATE,2968,1
11,CREATE,2973,6
11,CREATE,3022,1
11,CREATE,3044,1
11,CREATE,3086,5
11,CREATE,3087,1
11,CREATE,3094,1
11,CREATE,3148,1
11,CREATE,3161,1
11,CREATE,3163,1
11,CREATE,3180,5
11,CREATE,3225,1
11,CREATE,3236,3
11,CREATE,3244,3
11,CREATE,3250,3
11,CREATE,3251,1
11,CREATE,3274,2
11,CREATE,3276,1
11,CREATE,3286,1
11,CREATE,3371,1
11,CREATE,3400,6
11,CREATE,3466,1
11,CREATE,3470,1
11,CREATE,3476,1
11,CREATE,3498,1
11,CREATE,3509,4
11,CREATE,3530,1
11,CREATE,3551,3
11,CREATE,3562,3
11,CREATE,3575,2
11,CREATE,3626,2
11,CREATE,3632,1
11,CREATE,3656,1
11,CREATE,3658,1
11,CREATE,3692,1
11,CREATE,3693,1
11,CREATE,3699,1
11,CREATE,3706,1
11,CREATE,3722,1
11,CREATE,3754,1
11,CREATE,3818,1
11,CREATE,3842,1
11,CREATE,3858,1
11,CREATE,3876,4
11,CREATE,3916,1
11,CREATE,3937,8
11,CREATE,3939,3
11,CREATE,3952,6
11,CREATE,3971,2
11,CREATE,3988,1
11,CREATE,4002,6
11,CREATE,4010,1
11,CREATE,4021,6
11,CREATE,4044,1
11,CREATE,4053,4
11,CREATE,4139,1
11,CREATE,4146,27
11,CREATE,4159,13
11,CREATE,4163,1
11,CREATE,4166,4
11,CREATE,4168,1
11,CREATE,4170,1
11,CREATE,4188,20
11,CREATE,4204,1
11,CREATE,4208,3
11,CREATE,4241,1
11,CREATE,4268,1
11,CREATE,4289,1
11,CREATE,4368,1
11,CREATE,4374,1
11,CREATE,4384,3
11,CREATE,4389,1
11,CREATE,4414,1
11,CREATE,4417,11
11,CREATE,4480,1
11,CREATE,4506,1
11,CREATE,4514,3
11,CREATE,4549,1
11,CREATE,4590,6
11,CREATE,4593,2
11,CREATE,4603,1
11,CREATE,4609,1
11,CREATE,4621,1
11,CREATE,4631,1
11,CREATE,4668,1
11,CREATE,4684,6
11,CREATE,4693,1
11,CREATE,4707,9
11,CREATE,4716,1
11,CREATE,4729,3
11,CREATE,4750,1
11,CREATE,4782,1
11,CREATE,4803,2
11,CREATE,4807,1
11,CREATE,4845,1
11,CREATE,4864,1
11,CREATE,4869,1
11,CREATE,4895,3
11,CREATE,4921,1
11,CREATE,4927,1
11,CREATE,4959,5
11,CREATE,4993,2
11,CREATE,5035,1
11,CREATE,5039,1
11,CREATE,5052,3
11,CREATE,5059,8
11,CREATE,5064,1
11,CREATE,5108,1
11,CREATE,5118,1
11,CREATE,5140,3
11,CREATE,5236,3
11,CREATE,5290,1
11,CREATE,5305,1
11,CREATE,5325,7
11,CREATE,5329,1
11,CREATE,5330,1
11,CREATE,5337,1
11,CREATE,5348,8
11,CREATE,5381,3
11,CREATE,5448,1
11,CREATE,5469,2
11,CREATE,5514,1
11,CREATE,5594,1
11,CREATE,5638,1
11,CREATE,5648,2
11,CREATE,5658,1
11,CREATE,5683,1
11,CREATE,5695,1
11,CREATE,5727,1
11,CREATE,5746,1
11,CREATE,5759,1
11,CREATE,5811,1
11,CREATE,5828,1
11,CREATE,5837,1
11,CREATE,5838,1
11,CREATE,5852,1
11,CREATE,5916,1
11,CREATE,5917,1
11,CREATE,5938,11
11,CREATE,5943,1
11,CREATE,5970,2
11,CREATE,5994,3
11,CREATE,6047,1
11,CREATE,6263,1
11,CREATE,6349,1
11,CREATE,6367,3
11,CREATE,6374,3
11,CREATE,6481,1
11,CREATE,6534,1
11,CREATE,6682,1
11,CREATE,6749,1
11,CREATE,6755,124
11,CREATE,6819,1
11,CREATE,6960,293
11,CREATE,6973,2
11,CREATE,7003,3
11,CREATE,7013,1
11,CREATE,7024,5
11,CREATE,7061,57
11,CREATE,7086,1
11,CREATE,7143,1
11,CREATE,7234,1
11,CREATE,7256,1
11,CREATE,7257,6
11,CREATE,7358,10
11,CREATE,7395,1
11,CREATE,7578,1
11,CREATE,7615,2
11,CREATE,7631,3
11,CREATE,7681,8
11,CREATE,7689,2
11,CREATE,7711,1
11,CREATE,7721,1
11,CREATE,7802,1
11,CREATE,7808,1
11,CREATE,7912,1
11,CREATE,7923,3
11,CREATE,8065,1
11,CREATE,8078,1
11,CREATE,8158,1
11,CREATE,8224,1
11,CREATE,8226,1
11,CREATE,8344,1
11,CREATE,8437,1
11,CREATE,8470,1
11,CREATE,8583,1
11,CREATE,8660,2
11,CREATE,8679,1
11,CREATE,8726,1
11,CREATE,8812,1
11,CREATE,8842,2
11,CREATE,8915,2
11,CREATE,8971,1
11,CREATE,9048,1
11,CREATE,9092,1
11,CREATE,9112,2
11,CREATE,9116,2
11,CREATE,9138,3
11,CREATE,9182,1
11,CREATE,9282,1
11,CREATE,9319,1
11,CREATE,9320,1
11,CREATE,9384,2
11,CREATE,9389,1
11,CREATE,9398,3
11,CREATE,9411,1
11,CREATE,9441,2
11,CREATE,9494,4
11,CREATE,9658,3
11,CREATE,9703,3
11,CREATE,9805,1
11,CREATE,9878,9
11,CREATE,10023,4
11,CREATE,10182,1
11,CREATE,10193,2
11,CREATE,10374,1
11,CREATE,10384,3
11,CREATE,10396,1
11,CREATE,10470,7
11,CREATE,10620,1
11,CREATE,10712,2
11,CREATE,10792,1
11,CREATE,10881,1
11,CREATE,10945,1
11,CREATE,10979,3
11,CREATE,11030,1
11,CREATE,11072,1
11,CREATE,11152,1
11,CREATE,11237,1
11,CREATE,11354,1
11,CREATE,11400,4
11,CREATE,11451,1
11,CREATE,11494,1
11,CREATE,11513,8
11,CREATE,11593,1
11,CREATE,11940,1
11,CREATE,12015,3
11,CREATE,12149,1
11,CREATE,12284,1
11,CREATE,12512,1
11,CREATE,12532,1
11,CREATE,12542,1
11,CREATE,12552,1
11,CREATE,12560,1
11,CREATE,12592,2
11,CREATE,12612,1
11,CREATE,12634,1
11,CREATE,12688,1
11,CREATE,12805,1
11,CREATE,12834,2
11,CREATE,12841,1
11,CREATE,12859,2
11,CREATE,12890,1
11,CREATE,12919,2
11,CREATE,12934,1
11,CREATE,12954,1
11,CREATE,12971,1
11,CREATE,13068,1
11,CREATE,13222,6
11,CREATE,13237,3
11,CREATE,13240,1
11,CREATE,13242,2
11,CREATE,13294,2
11,CREATE,13299,2
11,CREATE,13445,2
11,CREATE,13504,1
11,CREATE,13556,1
11,CREATE,13592,1
11,CREATE,13711,2
11,CREATE,13908,1
11,CREATE,14073,1
11,CREATE,14292,1
11,CREATE,14692,1
11,CREATE,14793,3
11,CREATE,15064,1
11,CREATE,15120,1
11,CREATE,15221,2
11,CREATE,15340,1
11,CREATE,15579,2
11,CREATE,15643,1
11,CREATE,15885,2
11,CREATE,16156,35
11,CREATE,16296,1
11,CREATE,16435,1
11,CREATE,16813,1
11,CREATE,17591,1
11,CREATE,17673,2
11,CREATE,17837,1
11,CREATE,17845,1
11,CREATE,17891,1
11,CREATE,18232,1
11,CREATE,18276,2
11,CREATE,18405,1
11,CREATE,18999,1
11,CREATE,19108,1
11,CREATE,19151,1
11,CREATE,19194,1
11,CREATE,19196,1
11,CREATE,19314,8
11,CREATE,19319,1
11,CREATE,19465,3
11,CREATE,19543,2
11,CREATE,19660,1
11,CREATE,19776,15
11,CREATE,19907,1
11,CREATE,20107,1
11,CREATE,20329,1
11,CREATE,20445,1
11,CREATE,20460,1
11,CREATE,20675,1
11,CREATE,20774,1
11,CREATE,20792,2
11,CREATE,20820,16
11,CREATE,20837,1
11,CREATE,20916,1
11,CREATE,21115,1
11,CREATE,21440,8
11,CREATE,21472,1
11,CREATE,21635,1
11,CREATE,21856,1
11,CREATE,21913,3
11,CREATE,21955,1
11,CREATE,21965,2
11,CREATE,22138,1
11,CREATE,22149,1
11,CREATE,22151,1
11,CREATE,22396,1
11,CREATE,22649,1
11,CREATE,22687,1
11,CREATE,22721,1
11,CREATE,22740,1
11,CREATE,22756,1
11,CREATE,22888,1
11,CREATE,23329,1
11,CREATE,23336,1
11,CREATE,23408,2
11,CREATE,23458,1
11,CREATE,23520,1
11,CREATE,23547,1
11,CREATE,23625,1
11,CREATE,23803,1
11,CREATE,23814,1
11,CREATE,23840,4
11,CREATE,23855,1
11,CREATE,24011,24
11,CREATE,24091,1
11,CREATE,24166,2
11,CREATE,24374,1
11,CREATE,24581,43
11,CREATE,24586,49
11,CREATE,24761,1
11,CREATE,24945,1
11,CREATE,24988,6
11,CREATE,24993,1
11,CREATE,25007,3
11,CREATE,25899,2
12,CREATE2,16,1417
12,CREATE2,17,3
12,CREATE2,19,1
12,CREATE2,21,1
12,CREATE2,30,1
12,CREATE2,38,4
12,CREATE2,49,1
12,CREATE2,51,8
12,CREATE2,53,1215
12,CREATE2,54,862
12,CREATE2,55,2314752
12,CREATE2,57,1
12,CREATE2,59,1
12,CREATE2,60,81
12,CREATE2,69,1
12,CREATE2,72,125
12,CREATE2,74,1226
12,CREATE2,79,358
12,CREATE2,85,1
12,CREATE2,87,49
12,CREATE2,93,1
12,CREATE2,95,7143
12,CREATE2,99,43
12,CREATE2,100,1
12,CREATE2,101,1
12,CREATE2,113,123
12,CREATE2,115,10
12,CREATE2,116,594
12,CREATE2,121,5
12,CREATE2,122,9
12,CREATE2,125,2
12,CREATE2,128,5
12,CREATE2,134,16
12,CREATE2,136,13
12,CREATE2,137,16
12,CREATE2,139,11
12,CREATE2,147,9
12,CREATE2,155,3
12,CREATE2,159,1
12,CREATE2,167,25
12,CREATE2,171,2
12,CREATE2,175,1
12,CREATE2,179,1
12,CREATE2,181,3
12,CREATE2,189,3
12,CREATE2,193,1
12,CREATE2,195,1
12,CREATE2,199,1
12,CREATE2,213,200
12,CREATE2,215,8
12,CREATE2,223,1
12,CREATE2,225,1
12,CREATE2,233,513
12,CREATE2,235,4
12,CREATE2,239,1
12,CREATE2,251,1
12,CREATE2,257,3
12,CREATE2,267,1
12,CREATE2,269,1
12,CREATE2,286,2
12,CREATE2,291,1
12,CREATE2,297,1624
12,CREATE2,303,1
12,CREATE2,317,4
12,CREATE2,320,103
12,CREATE2,331,1
12,CREATE2,345,1
12,CREATE2,369,1
12,CREATE2,371,1
12,CREATE2,380,60
12,CREATE2,386,16
12,CREATE2,401,5
12,CREATE2,402,251
12,CREATE2,403,1
12,CREATE2,413,1
12,CREATE2,416,2
12,CREATE2,429,1
12,CREATE2,433,2
12,CREATE2,449,1
12,CREATE2,450,2
12,CREATE2,467,1
12,CREATE2,470,1
12,CREATE2,478,4
12,CREATE2,493,13
12,CREATE2,499,1
12,CREATE2,500,7
12,CREATE2,505,10
12,CREATE2,518,2960
12,CREATE2,519,1
12,CREATE2,523,3
12,CREATE2,568,1
12,CREATE2,573,2
12,CREATE2,578,1
12,CREATE2,583,1
12,CREATE2,605,2
12,CREATE2,616,2
12,CREATE2,627,18
12,CREATE2,645,2
12,CREATE2,659,4
12,CREATE2,664,4
12,CREATE2,682,1
12,CREATE2,684,1
12,CREATE2,687,1
12,CREATE2,705,4
12,CREATE2,723,1
12,CREATE2,724,2
12,CREATE2,751,1
12,CREATE2,757,1
12,CREATE2,765,4
12,CREATE2,783,1
12,CREATE2,785,6908
12,CREATE2,788,1
12,CREATE2,808,1
12,CREATE2,824,47
12,CREATE2,829,4
12,CREATE2,830,1
12,CREATE2,843,1
12,CREATE2,844,1
12,CREATE2,848,1
12,CREATE2,881,2187
12,CREATE2,883,1
12,CREATE2,893,42
12,CREATE2,898,38
12,CREATE2,907,2
12,CREATE2,935,2
12,CREATE2,945,1
12,CREATE2,958,1
12,CREATE2,963,1
12,CREATE2,965,1
12,CREATE2,970,2
12,CREATE2,973,2
12,CREATE2,974,1
12,CREATE2,997,2
12,CREATE2,998,1
12,CREATE2,1003,1
12,CREATE2,1028,1
12,CREATE2,1029,1
12,CREATE2,1038,2
12,CREATE2,1039,2
12,CREATE2,1040,4
12,CREATE2,1041,1
12,CREATE2,1042,1
12,CREATE2,1045,1
12,CREATE2,1046,3
12,CREATE2,1047,2
12,CREATE2,1048,5
12,CREATE2,1049,4
12,CREATE2,1050,4
12,CREATE2,1051,10
12,CREATE2,1052,6
12,CREATE2,1053,6
12,CREATE2,1054,7
12,CREATE2,1055,4
12,CREATE2,1056,7
12,CREATE2,1057,5
12,CREATE2,1058,9
12,CREATE2,1059,5
12,CREATE2,1060,6
12,CREATE2,1061,6
12,CREATE2,1062,2
12,CREATE2,1064,1
12,CREATE2,1065,3
12,CREATE2,1068,1
12,CREATE2,1071,5
12,CREATE2,1072,5
12,CREATE2,1073,3
12,CREATE2,1074,6
12,CREATE2,1076,1
12,CREATE2,1077,2
12,CREATE2,1078,4
12,CREATE2,1079,2
12,CREATE2,1080,1
12,CREATE2,1082,4
12,CREATE2,1084,3
12,CREATE2,1086,1
12,CREATE2,1087,1
12,CREATE2,1088,1
12,CREATE2,1092,2
12,CREATE2,1095,3
12,CREATE2,1096,1
12,CREATE2,1098,1
12,CREATE2,1101,3
12,CREATE2,1103,1
12,CREATE2,1109,1
12,CREATE2,1119,1
12,CREATE2,1122,2
12,CREATE2,1130,1
12,CREATE2,1146,125
12,CREATE2,1148,1
12,CREATE2,1149,2
12,CREATE2,1173,2
12,CREATE2,1193,1
12,CREATE2,1206,153
12,CREATE2,1207,43
12,CREATE2,1213,634
12,CREATE2,1216,1
12,CREATE2,1228,40
12,CREATE2,1232,6
12,CREATE2,1239,2
12,CREATE2,1242,7
12,CREATE2,1246,1
12,CREATE2,1257,348
12,CREATE2,1258,2
12,CREATE2,1264,11
12,CREATE2,1280,1
12,CREATE2,1296,8
12,CREATE2,1301,2
12,CREATE2,1320,3
12,CREATE2,1327,3
12,CREATE2,1334,4
12,CREATE2,1336,2
12,CREATE2,1350,1
12,CREATE2,1351,1
12,CREATE2,1352,1
12,CREATE2,1353,2
12,CREATE2,1358,1
12,CREATE2,1360,1
12,CREATE2,1379,18
12,CREATE2,1380,1
12,CREATE2,1389,1
12,CREATE2,1392,2
12,CREATE2,1405,1
12,CREATE2,1408,2
12,CREATE2,1409,1
12,CREATE2,1413,9
12,CREATE2,1416,2
12,CREATE2,1429,1
12,CREATE2,1436,1
12,CREATE2,1441,1
12,CREATE2,1470,1
12,CREATE2,1477,2
12,CREATE2,1478,2
12,CREATE2,1479,8
12,CREATE2,1514,20
12,CREATE2,1522,1
12,CREATE2,1530,3
12,CREATE2,1533,1
12,CREATE2,1573,6
12,CREATE2,1576,1
12,CREATE2,1579,1
12,CREATE2,1585,1
12,CREATE2,1590,50
12,CREATE2,1605,2055
12,CREATE2,1607,1
12,CREATE2,1621,1
12,CREATE2,1628,3
12,CREATE2,1633,8
12,CREATE2,1636,1
12,CREATE2,1645,3
12,CREATE2,1648,3
12,CREATE2,1655,1
12,CREATE2,1678,1
12,CREATE2,1682,342
12,CREATE2,1699,1
12,CREATE2,1736,2
12,CREATE2,1743,32
12,CREATE2,1767,1
12,CREATE2,1771,1
12,CREATE2,1781,1
12,CREATE2,1783,1
12,CREATE2,1848,1
12,CREATE2,1864,1
12,CREATE2,1866,2
12,CREATE2,1868,3
12,CREATE2,1892,1
12,CREATE2,1894,1
12,CREATE2,1896,6
12,CREATE2,1916,1
12,CREATE2,1923,1
12,CREATE2,1925,1
12,CREATE2,1939,7
12,CREATE2,1949,1
12,CREATE2,1950,2
12,CREATE2,1963,1
12,CREATE2,1966,1
12,CREATE2,1969,9
12,CREATE2,1975,170
12,CREATE2,1985,1
12,CREATE2,2017,1
12,CREATE2,2058,120
12,CREATE2,2082,1
12,CREATE2,2083,3
12,CREATE2,2085,1
12,CREATE2,2091,1
12,CREATE2,2109,2
12,CREATE2,2121,14
12,CREATE2,2125,3
12,CREATE2,2140,1
12,CREATE2,2145,5
12,CREATE2,2146,2
12,CREATE2,2154,1
12,CREATE2,2155,2
12,CREATE2,2157,1
12,CREATE2,2240,1
12,CREATE2,2251,3
12,CREATE2,2259,7
12,CREATE2,2264,9
12,CREATE2,2280,1
12,CREATE2,2317,1
12,CREATE2,2321,1
12,CREATE2,2335,4
12,CREATE2,2348,3
12,CREATE2,2352,1
12,CREATE2,2367,23
12,CREATE2,2383,2
12,CREATE2,2408,1
12,CREATE2,2414,57
12,CREATE2,2415,1
12,CREATE2,2478,5
12,CREATE2,2494,1
12,CREATE2,2495,1
12,CREATE2,2496,1
12,CREATE2,2502,1
12,CREATE2,2509,1
12,CREATE2,2510,1
12,CREATE2,2559,1
12,CREATE2,2571,1
12,CREATE2,2618,7
12,CREATE2,2619,1
12,CREATE2,2623,1
12,CREATE2,2632,2
12,CREATE2,2634,32
12,CREATE2,2638,1
12,CREATE2,2642,1
12,CREATE2,2660,3
12,CREATE2,2676,1
12,CREATE2,2697,3
12,CREATE2,2712,1
12,CREATE2,2714,1
12,CREATE2,2731,1
12,CREATE2,2756,1
12,CREATE2,2806,1
12,CREATE2,2824,4
12,CREATE2,2827,1
12,CREATE2,2832,1
12,CREATE2,2848,1
12,CREATE2,2849,1
12,CREATE2,2862,1
12,CREATE2,2871,1
12,CREATE2,2883,1
12,CREATE2,2885,1
12,CREATE2,2896,7
12,CREATE2,2908,1
12,CREATE2,2931,6
12,CREATE2,2939,2
12,CREATE2,2948,2
12,CREATE2,2964,2
12,CREATE2,3017,2
12,CREATE2,3018,1
12,CREATE2,3042,2
12,CREATE2,3048,1
12,CREATE2,3066,1
12,CREATE2,3074,2
12,CREATE2,3103,1
12,CREATE2,3108,1
12,CREATE2,3127,1
12,CREATE2,3152,2
12,CREATE2,3169,1
12,CREATE2,3249,1
12,CREATE2,3292,1
12,CREATE2,3312,1
12,CREATE2,3314,1
12,CREATE2,3347,2
12,CREATE2,3399,1
12,CREATE2,3404,1
12,CREATE2,3408,1
12,CREATE2,3427,40
12,CREATE2,3437,1
12,CREATE2,3444,1
12,CREATE2,3448,1
12,CREATE2,3466,1
12,CREATE2,3510,2
12,CREATE2,3524,7
12,CREATE2,3536,1
12,CREATE2,3537,4
12,CREATE2,3541,1
12,CREATE2,3582,5
12,CREATE2,3585,2
12,CREATE2,3601,1
12,CREATE2,3604,1
12,CREATE2,3640,1
12,CREATE2,3652,2
12,CREATE2,3657,2
12,CREATE2,3687,1
12,CREATE2,3692,1
12,CREATE2,3726,1
12,CREATE2,3730,2
12,CREATE2,3732,2
12,CREATE2,3737,8
12,CREATE2,3748,7
12,CREATE2,3769,2
12,CREATE2,3770,1
12,CREATE2,3772,4
12,CREATE2,3776,1
12,CREATE2,3796,1
12,CREATE2,3804,20
12,CREATE2,3816,1
12,CREATE2,3819,1
12,CREATE2,3824,1
12,CREATE2,3828,1
12,CREATE2,3840,1
12,CREATE2,3841,1
12,CREATE2,3845,1
12,CREATE2,3859,1
12,CREATE2,3868,17
12,CREATE2,3877,1
12,CREATE2,3884,1
12,CREATE2,3895,1
12,CREATE2,3932,4
12,CREATE2,3939,6
12,CREATE2,3940,13
12,CREATE2,3953,1
12,CREATE2,3956,1
12,CREATE2,3958,1
12,CREATE2,3964,4
12,CREATE2,3994,1
12,CREATE2,4008,10
12,CREATE2,4012,1
12,CREATE2,4026,2
12,CREATE2,4043,1
12,CREATE2,4066,2
12,CREATE2,4079,3
12,CREATE2,4083,2
12,CREATE2,4086,1
12,CREATE2,4114,20
12,CREATE2,4115,1
12,CREATE2,4124,3
12,CREATE2,4154,2
12,CREATE2,4157,2
12,CREATE2,4171,1
12,CREATE2,4181,1
12,CREATE2,4187,3
12,CREATE2,4188,1
12,CREATE2,4190,21
12,CREATE2,4201,1
12,CREATE2,4224,14
12,CREATE2,4291,1
12,CREATE2,4310,1
12,CREATE2,4317,1
12,CREATE2,4321,1
12,CREATE2,4372,1
12,CREATE2,4394,1
12,CREATE2,4400,1
12,CREATE2,4407,2
12,CREATE2,4410,1
12,CREATE2,4452,1
12,CREATE2,4453,1
12,CREATE2,4459,1
12,CREATE2,4489,2
12,CREATE2,4534,1
12,CREATE2,4554,4
12,CREATE2,4559,1
12,CREATE2,4574,1
12,CREATE2,4605,1
12,CREATE2,4616,1
12,CREATE2,4636,4
12,CREATE2,4681,2
12,CREATE2,4703,1
12,CREATE2,4707,6
12,CREATE2,4722,1
12,CREATE2,4749,1
12,CREATE2,4750,1
12,CREATE2,4754,1
12,CREATE2,4767,1
12,CREATE2,4780,2
12,CREATE2,4801,5
12,CREATE2,4874,1
12,CREATE2,4875,1
12,CREATE2,4877,2
12,CREATE2,4880,1
12,CREATE2,4892,1
12,CREATE2,4896,1
12,CREATE2,4898,1
12,CREATE2,4903,1
12,CREATE2,4912,2
12,CREATE2,4922,6
12,CREATE2,4962,2
12,CREATE2,4991,1
12,CREATE2,5020,1
12,CREATE2,5041,13
12,CREATE2,5042,1
12,CREATE2,5050,3
12,CREATE2,5053,1
12,CREATE2,5109,1
12,CREATE2,5141,4
12,CREATE2,5143,1
12,CREATE2,5155,1
12,CREATE2,5156,1
12,CREATE2,5166,3
12,CREATE2,5169,2
12,CREATE2,5173,1
12,CREATE2,5176,2
12,CREATE2,5188,1
12,CREATE2,5201,1
12,CREATE2,5233,1
12,CREATE2,5247,2
12,CREATE2,5258,1
12,CREATE2,5282,1
12,CREATE2,5300,2
12,CREATE2,5308,3
12,CREATE2,5311,1
12,CREATE2,5333,2
12,CREATE2,5393,1
12,CREATE2,5404,4
12,CREATE2,5407,2
12,CREATE2,5430,2
12,CREATE2,5461,1
12,CREATE2,5463,1
12,CREATE2,5464,1
12,CREATE2,5468,10
12,CREATE2,5475,2
12,CREATE2,5476,1
12,CREATE2,5508,2
12,CREATE2,5569,2
12,CREATE2,5574,6
12,CREATE2,5600,1
12,CREATE2,5621,2
12,CREATE2,5644,1
12,CREATE2,5668,3
12,CREATE2,5687,1
12,CREATE2,5688,1
12,CREATE2,5737,2
12,CREATE2,5793,2
12,CREATE2,5803,1
12,CREATE2,5821,1
12,CREATE2,5829,1
12,CREATE2,5866,1
