block_number,wait_time_us,execution_time_us,rss_bytes
24019447,0,19049,23301570560
24019448,0,13747,23305699328
24019449,0,13746,23311728640
24019450,0,11699,23315005440
24019451,0,7616,23317217280
24019452,0,6569,23319003136
24019453,0,19908,23323918336
24019454,0,8298,23326212096
24019455,0,12380,23329226752
24019456,0,3250,23330127872
24019457,0,16639,23334469632
24019458,0,7515,23336517632
24019459,0,10160,23338680320
24019460,0,11302,23345922048
24019461,0,7121,23347986432
24019462,0,11073,23351066624
24019463,0,11809,23354490880
24019464,0,11638,23357521920
24019465,0,8575,23360012288
24019466,0,10332,23362732032
24019467,0,9485,23365140480
24019468,0,9108,23367450624
24019469,0,17524,23369924608
24019470,0,5295,23370448896
24019471,0,12377,23371448320
24019472,0,9979,23371972608
24019473,0,2877,23372120064
24019474,0,12058,23378034688
24019475,0,6418,23381770240
24019476,0,11260,23389650944
24019477,0,8548,23393484800
24019478,0,8319,23396335616
24019479,0,11015,23400546304
24019480,0,8640,23403790336
24019481,0,9312,23406116864
24019482,0,10439,23408803840
24019483,0,12404,23412228096
24019484,0,11060,23415111680
24019485,0,11802,23418142720
24019486,0,14867,23421763584
24019487,0,11128,23424958464
24019488,0,16128,23427907584
24019489,0,9833,23431577600
24019490,0,9114,23434657792
24019491,0,9114,23437049856
24019492,0,11859,23440015360
24019493,0,4360,23441080320
24019494,0,16812,23445274624
24019495,0,8180,23446994944
24019496,0,4859,23448240128
24019497,0,7367,23449812992
24019498,0,14158,23451549696
24019499,0,9590,23452303360
24019500,0,12944,23452893184
24019501,0,15062,23453646848
24019502,0,6621,23453958144
24019503,0,7228,23454334976
24019504,0,13412,23455006720
24019505,0,14706,23455760384
24019506,0,7693,23456120832
24019507,0,10713,23456677888
24019508,0,8833,23457120256
24019509,0,9303,23457595392
24019510,0,7814,23460511744
24019511,0,9121,23462526976
24019512,0,10088,23468376064
24019513,0,7620,23468687360
24019514,0,11234,23470391296
24019515,0,8176,23470555136
24019516,0,7337,23472390144
24019517,0,1970,23472963584
24019518,0,11717,23475814400
24019519,0,4851,23477108736
24019520,0,1889,23477731328
24019521,0,11256,23480614912
24019522,0,4951,23481958400
24019523,0,11015,23484989440
24019524,0,8799,23487348736
24019525,0,15771,23491543040
24019526,0,1779,23491952640
24019527,0,5848,23492575232
24019528,0,8518,23495409664
24019529,0,21163,23500996608
24019530,0,10450,23503896576
24019531,0,6203,23505616896
24019532,0,5528,23507140608
24019533,0,12881,23510171648
24019534,0,9544,23511859200
24019535,0,9118,23512285184
24019536,0,9734,23512793088
24019537,0,6181,23513563136
24019538,0,7403,23515643904
24019539,0,12943,23516364800
24019540,0,3117,23516364800
24019541,0,15007,23517691904
24019542,0,10559,23518904320
24019543,0,3777,23519051776
24019544,0,14224,23523131392
24019545,0,9035,23524966400
24019546,0,2743,23525572608
24019547,0,5941,23526850560
24019548,0,13139,23529684992
24019549,0,3235,23530520576
24019550,0,16561,23533944832
24019551,0,10499,23536320512
24019552,0,9049,23538483200
24019553,0,3491,23539204096
24019554,0,4235,23540219904
24019555,0,17974,23544463360
24019556,0,10762,23547330560
24019557,0,9795,23549067264
24019558,0,10108,23556358144
24019559,0,5923,23558029312
24019560,0,9324,23560241152
24019561,0,8696,23562698752
24019562,0,11388,23565582336
24019563,0,7300,23567613952
24019564,0,10600,23570694144
24019565,0,9429,23573233664
24019566,0,8135,23574888448
24019567,0,6019,23575887872
24019568,0,3911,23576543232
24019569,0,16754,23578345472
24019570,0,10463,23578886144
24019571,0,6721,23579656192
24019572,0,5315,23582130176
24019573,0,14678,23586045952
24019574,0,10498,23586045952
24019575,0,7842,23586045952
24019576,0,8140,23586045952
24019577,0,9033,23586045952
24019578,0,9426,23586045952
24019579,0,6306,23586045952
24019580,0,7410,23586045952
24019581,0,8932,23586045952
24019582,0,7850,23586045952
24019583,0,7408,23586045952
24019584,0,9974,23586045952
24019585,0,9812,23586045952
24019586,0,5338,23586045952
24019587,0,11334,23586045952
24019588,0,9700,23586045952
24019589,0,7014,23586045952
24019590,0,8884,23586045952
24019591,0,9347,23586045952
24019592,0,6143,23586045952
24019593,0,6865,23586045952
24019594,0,10225,23586045952
24019595,0,10748,23586045952
24019596,0,6929,23586045952
24019597,0,9236,23586045952
24019598,0,8266,23586045952
24019599,0,7743,23586045952
24019600,0,7682,23586045952
24019601,0,10723,23586045952
24019602,0,12734,23586045952
24019603,0,11517,23586045952
24019604,0,10776,23586045952
24019605,0,6416,23586045952
24019606,0,6510,23586045952
24019607,0,2776,23586045952
24019608,0,6762,23586045952
24019609,0,12104,23586045952
24019610,0,2014,23586045952
24019611,0,7492,23586045952
24019612,0,7461,23586045952
24019613,0,9693,23586045952
24019614,0,17202,23586045952
24019615,0,2441,23586045952
24019616,0,15251,23586045952
24019617,0,5998,23586045952
24019618,0,9256,23586045952
24019619,0,9472,23586045952
24019620,0,9400,23586045952
24019621,0,7495,23586045952
24019622,0,4063,23586045952
24019623,0,19751,23586045952
24019624,0,7592,23586045952
24019625,0,9587,23586045952
24019626,0,7896,23586045952
24019627,0,8352,23586045952
24019628,0,8808,23586045952
24019629,0,8774,23586045952
24019630,0,6158,23586045952
24019631,0,5830,23586045952
24019632,0,9171,23586045952
24019633,0,8960,23586045952
24019634,0,8295,23586045952
24019635,0,4003,23586045952
24019636,0,14937,23586045952
24019637,0,6450,23586045952
24019638,0,8888,23586045952
24019639,0,7229,23586045952
24019640,0,6870,23586045952
24019641,0,6550,23586045952
24019642,0,5992,23586045952
24019643,0,14036,23586045952
24019644,0,5804,23586045952
24019645,0,8364,23586045952
24019646,0,2367,23586045952
24019647,0,8793,23586045952
24019648,0,13984,23586045952
24019649,0,7488,23586045952
24019650,0,3875,23586045952
24019651,0,12114,23586045952
24019652,0,8496,23586045952
24019653,0,15589,23586045952
24019654,0,6403,23586045952
24019655,0,10364,23586045952
24019656,0,9928,23586045952
24019657,0,7724,23586045952
24019658,0,9798,23586045952
24019659,0,11807,23586045952
24019660,0,5150,23586045952
24019661,0,8320,23586045952
24019662,0,8108,23586045952
24019663,0,11149,23586045952
24019664,0,7890,23586045952
24019665,0,8849,23586045952
24019666,0,7119,23586045952
24019667,0,7827,23586045952
24019668,0,5037,23586045952
24019669,0,6828,23586045952
24019670,0,13396,23586045952
24019671,0,10624,23586045952
24019672,0,7464,23586045952
24019673,0,8316,23586045952
24019674,0,5992,23586045952
24019675,0,9141,23586045952
24019676,0,7725,23586045952
24019677,0,9095,23586045952
24019678,0,7207,23586045952
24019679,0,9050,23586045952
24019680,0,8956,23586045952
24019681,0,6425,23586045952
24019682,0,7692,23586045952
24019683,0,8624,23586045952
24019684,0,8936,23586045952
24019685,0,9570,23586045952
24019686,0,8601,23586045952
24019687,0,9758,23586045952
24019688,0,5307,23586045952
24019689,0,9547,23586045952
24019690,0,7686,23586045952
24019691,0,8679,23586045952
24019692,0,13704,23586045952
24019693,0,8349,23586045952
24019694,0,6018,23586045952
24019695,0,13248,23586045952
24019696,0,8986,23586045952
24019697,0,2279,23586045952
24019698,0,19389,23586045952
24019699,0,7277,23586045952
24019700,0,10943,23586045952
24019701,0,7026,23586045952
24019702,0,5969,23586045952
24019703,0,17978,23586045952
24019704,0,8803,23586045952
24019705,0,9595,23586045952
24019706,0,7104,23586045952
24019707,0,10749,23586045952
24019708,0,10569,23586045952
24019709,0,5828,23586045952
24019710,0,6385,23586045952
24019711,0,10993,23586045952
24019712,0,2596,23586045952
24019713,0,184,23586045952
24019714,0,7264,23586045952
24019715,0,22495,23586045952
24019716,0,3729,23586045952
24019717,0,16646,23586045952
24019718,0,10611,23586045952
24019719,0,7317,23586045952
24019720,0,7918,23586045952
24019721,0,3769,23586045952
24019722,0,7169,23586045952
24019723,0,11930,23586045952
24019724,0,7231,23586045952
24019725,0,7346,23586045952
24019726,0,6714,23586045952
24019727,0,7941,23586045952
24019728,0,7165,23586045952
24019729,0,8145,23586045952
24019730,0,5068,23586045952
24019731,0,12319,23586045952
24019732,0,5909,23586045952
24019733,0,6618,23586045952
24019734,0,2024,23586045952
24019735,0,12833,23586045952
24019736,0,8223,23586045952
24019737,0,7521,23586045952
24019738,0,9987,23586045952
24019739,0,6265,23586045952
24019740,0,15197,23586045952
24019741,0,6795,23586045952
24019742,0,4331,23586045952
24019743,0,12639,23586045952
24019744,0,7334,23586045952
24019745,0,9654,23586045952
24019746,0,5439,23586045952
24019747,0,11901,23586045952
24019748,0,8946,23586045952
24019749,0,7028,23586045952
24019750,0,6881,23586045952
24019751,0,7668,23586045952
24019752,0,6421,23586045952
24019753,0,7261,23586045952
24019754,0,11137,23586045952
24019755,0,5022,23586045952
24019756,0,4789,23586045952
24019757,0,26729,23586045952
24019758,0,10273,23586045952
24019759,0,7553,23586045952
24019760,0,9179,23586045952
24019761,0,8217,23586045952
24019762,0,9603,23586045952
24019763,0,4111,23586045952
24019764,0,6397,23586045952
24019765,0,10069,23586045952
24019766,0,8733,23586045952
24019767,0,11766,23586045952
24019768,0,9491,23586045952
24019769,0,5671,23586045952
24019770,0,7520,23586045952
24019771,0,6858,23586045952
24019772,0,5674,23586045952
24019773,0,4799,23586045952
24019774,0,10231,23586045952
24019775,0,8328,23586045952
24019776,0,7112,23586045952
24019777,0,6159,23586045952
24019778,0,10313,23586045952
24019779,0,6794,23586045952
24019780,0,9622,23586045952
24019781,0,10441,23586045952
24019782,0,8545,23586045952
24019783,0,10663,23586045952
