block_number,raw_size_bytes,compressed_size_bytes,file_size_bytes
24020514,108816,48562,48590
24020515,100790,40941,40969
24020516,84219,41541,41569
24020517,73254,33912,33940
24020518,145589,56051,56079
24020519,106410,42875,42903
24020520,75631,33902,33930
24020521,176850,87080,87108
24020522,111466,51997,52025
24020523,138314,64425,64453
24020524,129268,56815,56843
24020525,83871,40321,40349
24020526,122320,65654,65682
24020527,97358,45117,45145
24020528,83625,38473,38501
24020529,99605,42525,42553
24020530,111184,50561,50589
24020531,118293,60074,60102
24020532,64093,31211,31239
24020533,69972,32773,32801
24020534,93052,43112,43140
24020535,112656,50939,50967
24020536,20749,10944,10972
24020537,135707,68517,68545
24020538,73295,34105,34133
24020539,105679,45909,45937
24020540,85146,39288,39316
24020541,101866,47128,47156
24020542,75143,26268,26296
24020543,20871,7771,7799
24020544,128413,60273,60301
24020545,105035,51420,51448
24020546,66145,32132,32160
24020547,104986,44552,44580
24020548,142740,67501,67529
24020549,124390,61199,61227
24020550,16485,7378,7406
24020551,90242,43265,43293
24020552,169701,72435,72463
24020553,114783,50997,51025
24020554,78328,37271,37299
24020555,120368,57515,57543
24020556,84492,39316,39344
24020557,84284,43363,43391
24020558,168769,85428,85456
24020559,77394,39917,39945
24020560,95415,43093,43121
24020561,72051,33310,33338
24020562,108630,52576,52604
24020563,54186,25295,25323
24020564,101866,42023,42051
24020565,83749,38468,38496
24020566,130344,69502,69530
24020567,159243,69246,69274
24020568,76632,33065,33093
24020569,111478,48145,48173
24020570,101811,47912,47940
24020571,25544,13579,13607
24020572,138241,63042,63070
24020573,17347,8382,8410
24020574,153934,65947,65975
24020575,38332,16433,16461
24020576,84229,38355,38383
24020577,124430,62980,63008
24020578,95568,46367,46395
24020579,82161,39710,39738
24020580,126756,46971,46999
24020581,65437,28663,28691
24020582,43983,23700,23728
24020583,207848,85241,85269
24020584,147461,70507,70535
24020585,111484,47733,47761
24020586,137969,63537,63565
24020587,163303,80394,80422
24020588,125583,51674,51702
24020589,97683,41563,41591
24020590,115259,54694,54722
24020591,162995,76888,76916
24020592,69582,32764,32792
24020593,164667,84434,84462
24020594,134765,52594,52622
24020595,34595,13456,13484
24020596,135957,65269,65297
24020597,211404,84312,84340
24020598,202542,86992,87020
24020599,96245,42023,42051
24020600,107550,50431,50459
24020601,124699,55825,55853
24020602,128270,52537,52565
24020603,37344,15629,15657
24020604,110440,48984,49012
24020605,78267,34597,34625
24020606,163231,80786,80814
24020607,109792,46295,46323
24020608,78806,38283,38311
24020609,99457,37970,37998
24020610,45888,19197,19225
24020611,218073,101519,101547
24020612,87982,42526,42554
24020613,122581,56399,56427
24020614,23651,11344,11372
24020615,12666,6046,6074
24020616,175758,75358,75386
24020617,92937,41392,41420
24020618,119922,58459,58487
24020619,60285,27849,27877
24020620,94953,33392,33420
24020621,65617,30199,30227
24020622,56738,23306,23334
24020623,103868,45871,45899
24020624,132868,56113,56141
24020625,180759,81924,81952
24020626,107726,52220,52248
24020627,201835,94059,94087
24020628,43699,16256,16284
24020629,178707,84125,84153
24020630,93178,40491,40519
24020631,27392,13449,13477
24020632,160121,74227,74255
24020633,170581,73798,73826
24020634,143936,58121,58149
24020635,96474,45598,45626
24020636,215497,114146,114174
24020637,12376,6101,6129
24020638,134561,59882,59910
24020639,222081,108326,108354
24020640,133741,57672,57700
24020641,104584,50102,50130
24020642,101183,43737,43765
24020643,86924,34783,34811
24020644,87123,41669,41697
24020645,137150,61339,61367
24020646,104011,44926,44954
24020647,97144,41788,41816
24020648,149932,69511,69539
24020649,100611,45932,45960
24020650,132783,56817,56845
24020651,107347,50698,50726
24020652,80912,32620,32648
24020653,76770,33287,33315
24020654,64622,31075,31103
24020655,196590,85215,85243
24020656,130278,61192,61220
24020657,101744,46646,46674
24020658,91647,38692,38720
24020659,68558,31957,31985
24020660,26447,14177,14205
24020661,154967,66763,66791
24020662,94598,40556,40584
24020663,126289,55928,55956
24020664,80765,37512,37540
24020665,145093,69385,69413
24020666,101857,44963,44991
24020667,61381,24986,25014
24020668,156972,73489,73517
24020669,72665,35222,35250
24020670,137276,58213,58241
24020671,87676,38977,39005
24020672,138318,63849,63877
24020673,69005,33037,33065
24020674,101028,47481,47509
24020675,130407,57996,58024
24020676,120675,54801,54829
24020677,97228,43965,43993
24020678,134348,60276,60304
24020679,118463,55514,55542
24020680,88803,37030,37058
24020681,108603,50256,50284
24020682,65439,31196,31224
24020683,61478,28947,28975
24020684,54072,22694,22722
24020685,169305,80642,80670
24020686,136969,61369,61397
24020687,137892,59468,59496
24020688,125946,56676,56704
24020689,68075,32537,32565
24020690,154526,63367,63395
24020691,90731,46450,46478
24020692,83265,38080,38108
24020693,70801,31465,31493
24020694,129193,66518,66546
24020695,74739,33376,33404
24020696,90867,41763,41791
24020697,128071,59361,59389
24020698,130768,59687,59715
24020699,167494,68808,68836
24020700,88975,41110,41138
24020701,98011,46214,46242
24020702,95123,43555,43583
24020703,106340,45604,45632
24020704,126794,54512,54540
24020705,105789,49215,49243
24020706,104561,47208,47236
24020707,112530,49751,49779
24020708,90486,44238,44266
24020709,71814,37596,37624
24020710,104960,50123,50151
24020711,92083,49937,49965
24020712,59779,27345,27373
24020713,89854,39225,39253
24020714,121441,57462,57490
24020715,111305,51796,51824
24020716,125227,61587,61615
24020717,100689,45185,45213
24020718,125386,56509,56537
24020719,75336,39989,40017
24020720,129885,56371,56399
24020721,20091,9306,9334
24020722,171289,75594,75622
24020723,102098,44669,44697
24020724,143798,70759,70787
24020725,90917,41120,41148
24020726,86714,41416,41444
24020727,94425,42094,42122
24020728,107630,51447,51475
24020729,57619,26005,26033
24020730,124745,58360,58388
24020731,157702,70069,70097
24020732,87068,37096,37124
24020733,106367,53685,53713
24020734,10314,5721,5749
24020735,94435,41772,41800
24020736,154053,70909,70937
24020737,7820,4123,4151
24020738,41327,19461,19489
24020739,147785,68742,68770
24020740,166087,73922,73950
24020741,107397,55885,55913
24020742,99604,44949,44977
24020743,98788,51198,51226
24020744,65493,31277,31305
24020745,66814,30230,30258
24020746,93496,45877,45905
24020747,112043,56698,56726
24020748,108103,53656,53684
24020749,101537,44925,44953
24020750,96710,48362,48390
24020751,102437,45047,45075
24020752,71035,34028,34056
24020753,86974,40193,40221
24020754,120588,63013,63041
24020755,45061,22158,22186
24020756,76411,38064,38092
24020757,90776,45286,45314
24020758,125312,56336,56364
24020759,81753,38787,38815
24020760,137561,62552,62580
24020761,70133,34468,34496
24020762,40872,19604,19632
24020763,85714,40095,40123
24020764,86679,40419,40447
24020765,76979,36903,36931
24020766,80678,31936,31964
24020767,81517,36623,36651
24020768,15482,7843,7871
24020769,60417,27383,27411
24020770,121253,55439,55467
24020771,110600,55542,55570
24020772,10367,5583,5611
24020773,97909,45020,45048
24020774,84780,34929,34957
24020775,160479,73111,73139
24020776,98735,50284,50312
24020777,109216,53967,53995
24020778,90486,40079,40107
24020779,75134,36756,36784
24020780,89795,41740,41768
24020781,91379,39327,39355
24020782,77737,40085,40113
24020783,88408,41145,41173
24020784,55994,28852,28880
24020785,69566,31216,31244
24020786,33484,17750,17778
24020787,72347,36089,36117
24020788,106004,52164,52192
24020789,70555,34857,34885
24020790,78360,38145,38173
24020791,74458,35934,35962
24020792,62296,30103,30131
24020793,12155,5915,5943
24020794,101307,50173,50201
24020795,167941,69371,69399
24020796,85364,40970,40998
24020797,76196,31181,31209
24020798,75318,35657,35685
24020799,16716,8405,8433
24020800,62713,28896,28924
24020801,78678,39654,39682
24020802,76039,33683,33711
24020803,87552,47864,47892
24020804,99259,49244,49272
24020805,105239,45811,45839
24020806,108459,53582,53610
24020807,96268,43835,43863
24020808,107824,52355,52383
24020809,93291,36990,37018
24020810,53506,22011,22039
24020811,84299,39715,39743
24020812,125246,65792,65820
24020813,51481,26023,26051
24020814,43679,23230,23258
24020815,88900,38726,38754
24020816,91526,43830,43858
24020817,100121,51754,51782
24020818,78395,37754,37782
24020819,33166,12456,12484
24020820,66901,32530,32558
24020821,135429,64994,65022
24020822,122976,65885,65913
24020823,73207,34838,34866
24020824,72588,34335,34363
24020825,110360,49154,49182
24020826,160361,65322,65350
24020827,114392,49682,49710
24020828,65976,32629,32657
24020829,110401,47825,47853
24020830,8465,4378,4406
24020831,59941,28679,28707
24020832,137111,66158,66186
24020833,100457,42715,42743
24020834,55786,27840,27868
24020835,191012,102804,102832
24020836,89374,45159,45187
24020837,72259,34800,34828
24020838,76735,35654,35682
24020839,67044,31953,31981
24020840,77890,33140,33168
24020841,139234,72305,72333
24020842,99175,43449,43477
24020843,18781,9544,9572
24020844,128571,58933,58961
24020845,82038,36731,36759
24020846,99393,53715,53743
24020847,27105,12657,12685
24020848,68931,29952,29980
24020849,117354,54160,54188
24020850,12296,6692,6720
24020851,67849,29680,29708
24020852,87661,42830,42858
24020853,78229,36335,36363
24020854,90416,42552,42580
24020855,127689,57700,57728
24020856,75295,35727,35755
24020857,71924,31362,31390
24020858,106737,47444,47472
24020859,115195,51865,51893
24020860,74757,35137,35165
24020861,69264,33307,33335
24020862,116585,51068,51096
24020863,51828,25363,25391
24020864,122122,53828,53856
24020865,41384,18768,18796
24020866,125820,55374,55402
24020867,146520,61843,61871
24020868,83003,40626,40654
24020869,88698,38240,38268
24020870,79301,38215,38243
24020871,82777,39505,39533
24020872,88785,37227,37255
24020873,64621,30335,30363
24020874,138789,65334,65362
24020875,56284,28605,28633
24020876,73906,33652,33680
24020877,86387,39438,39466
24020878,86860,44814,44842
24020879,86388,41832,41860
24020880,19898,9136,9164
24020881,49946,24305,24333
24020882,16887,6831,6859
24020883,46403,23792,23820
24020884,167166,74846,74874
24020885,89974,48519,48547
24020886,91875,46969,46997
24020887,99454,41543,41571
24020888,68112,35853,35881
24020889,73401,37231,37259
24020890,75984,36419,36447
24020891,128430,55555,55583
24020892,104842,46742,46770
24020893,74551,37345,37373
24020894,54141,28789,28817
24020895,9072,5346,5374
24020896,147720,65132,65160
24020897,64967,29944,29972
24020898,8880,5093,5121
24020899,180865,80144,80172
24020900,64059,30620,30648
24020901,103382,49156,49184
24020902,65578,30811,30839
24020903,63895,30712,30740
24020904,76345,35676,35704
24020905,115440,61551,61579
24020906,56336,27811,27839
24020907,95913,41636,41664
24020908,88876,45986,46014
24020909,86964,42340,42368
24020910,65017,34135,34163
24020911,96884,43936,43964
24020912,146480,72407,72435
24020913,76963,33529,33557
24020914,77191,35446,35474
24020915,89519,41343,41371
24020916,53038,25900,25928
24020917,103234,53674,53702
24020918,53310,26257,26285
24020919,126461,51914,51942
24020920,56419,27187,27215
24020921,16097,9538,9566
24020922,115842,53084,53112
24020923,55023,27617,27645
24020924,96628,45650,45678
24020925,13037,7031,7059
24020926,135174,63658,63686
24020927,61689,29638,29666
24020928,90629,40478,40506
24020929,94272,46522,46550
24020930,70743,33237,33265
24020931,63958,29366,29394
24020932,62211,31324,31352
24020933,77031,34711,34739
24020934,10241,5548,5576
24020935,57010,27149,27177
24020936,82352,39588,39616
24020937,72817,30862,30890
24020938,131296,71898,71926
24020939,69976,32077,32105
24020940,137796,70998,71026
24020941,91816,41002,41030
24020942,120656,60922,60950
24020943,69665,34444,34472
24020944,76846,39096,39124
24020945,64266,33621,33649
24020946,11345,6179,6207
24020947,82777,37629,37657
24020948,94853,45723,45751
24020949,89205,38516,38544
24020950,97498,46908,46936
24020951,106512,47579,47607
24020952,69684,31907,31935
24020953,138695,57131,57159
24020954,82384,40696,40724
24020955,50930,25902,25930
24020956,91710,39014,39042
24020957,101605,45208,45236
24020958,74073,36089,36117
24020959,94372,47839,47867
24020960,109015,48067,48095
24020961,57663,29623,29651
24020962,87414,39146,39174
24020963,90142,41550,41578
24020964,78008,34905,34933
24020965,11076,5741,5769
24020966,121508,56878,56906
24020967,95467,45150,45178
24020968,50096,27277,27305
24020969,103771,46128,46156
24020970,93246,46092,46120
24020971,87391,42064,42092
24020972,74972,39372,39400
24020973,80105,38603,38631
24020974,95649,43519,43547
24020975,65458,32508,32536
24020976,82796,35271,35299
24020977,55373,27882,27910
24020978,59661,34040,34068
24020979,65141,28923,28951
24020980,80556,40856,40884
24020981,53948,25284,25312
24020982,98358,44738,44766
24020983,19691,10030,10058
24020984,125644,60700,60728
24020985,99953,46938,46966
24020986,82915,41533,41561
24020987,76463,37552,37580
24020988,112504,59300,59328
24020989,95813,39484,39512
24020990,61478,28190,28218
24020991,84747,39817,39845
24020992,73777,36591,36619
24020993,85202,40065,40093
24020994,67158,32121,32149
24020995,104015,46977,47005
24020996,79762,38122,38150
24020997,72849,33847,33875
24020998,9303,5554,5582
24020999,161368,73498,73526
24021000,62575,28995,29023
24021001,89784,41574,41602
24021002,72097,33463,33491
24021003,94796,44841,44869
24021004,76788,37884,37912
24021005,78943,36251,36279
24021006,13012,7219,7247
24021007,65048,28735,28763
24021008,95440,39556,39584
24021009,89842,47349,47377
24021010,68414,32879,32907
24021011,69215,33511,33539
24021012,92923,43436,43464
24021013,62196,33207,33235
24021014,15916,6990,7018
24021015,75288,36424,36452
24021016,134867,66356,66384
24021017,75423,34344,34372
24021018,99645,42827,42855
