block_number,wait_time_us,execution_time_us,rss_bytes
24019447,0,16442,23307845632
24019448,0,12469,23312793600
24019449,0,13491,23319314432
24019450,0,10994,23322968064
24019451,0,7718,23325474816
24019452,0,6632,23327506432
24019453,0,18877,23333158912
24019454,0,8274,23335763968
24019455,0,11028,23339139072
24019456,0,3242,23340335104
24019457,0,17452,23345348608
24019458,0,6965,23348969472
24019459,0,10605,23355375616
24019460,0,10547,23358636032
24019461,0,6778,23360716800
24019462,0,10655,23364173824
24019463,0,12154,23367778304
24019464,0,12016,23371464704
24019465,0,8686,23373840384
24019466,0,9783,23375757312
24019467,0,9938,23376822272
24019468,0,9251,23377756160
24019469,0,15960,23378657280
24019470,0,4989,23378919424
24019471,0,12491,23379574784
24019472,0,10144,23382769664
24019473,0,2882,23384391680
24019474,0,12535,23394500608
24019475,0,7108,23395074048
24019476,0,10638,23398662144
24019477,0,8184,23401529344
24019478,0,8300,23405314048
24019479,0,12400,23409131520
24019480,0,9114,23411867648
24019481,0,9662,23415013376
24019482,0,10157,23418191872
24019483,0,11348,23421648896
24019484,0,11215,23425056768
24019485,0,11888,23428890624
24019486,0,15110,23431249920
24019487,0,11148,23433986048
24019488,0,16242,23439065088
24019489,0,9923,23442046976
24019490,0,9288,23445159936
24019491,0,9006,23448141824
24019492,0,12286,23452024832
24019493,0,4450,23453040640
24019494,0,17244,23455252480
24019495,0,7766,23455645696
24019496,0,4448,23455875072
24019497,0,6429,23456202752
24019498,0,12487,23458332672
24019499,0,9140,23463673856
24019500,0,13045,23471407104
24019501,0,14516,23474700288
24019502,0,6245,23475372032
24019503,0,7311,23477764096
24019504,0,13763,23481876480
24019505,0,15130,23486529536
24019506,0,7810,23488921600
24019507,0,11602,23492395008
24019508,0,9218,23495294976
24019509,0,10355,23498342400
24019510,0,8819,23500898304
24019511,0,8465,23503011840
24019512,0,9943,23505846272
24019513,0,7742,23508418560
24019514,0,12183,23512006656
24019515,0,9292,23514857472
24019516,0,7257,23517118464
24019517,0,2361,23517904896
24019518,0,12154,23519838208
24019519,0,4857,23520428032
24019520,0,1728,23521492992
24019521,0,11838,23530061824
24019522,0,5615,23534452736
24019523,0,10377,23536271360
24019524,0,8890,23538565120
24019525,0,14720,23544528896
24019526,0,1857,23545298944
24019527,0,6145,23547215872
24019528,0,8115,23549771776
24019529,0,20282,23555981312
24019530,0,10904,23559274496
24019531,0,6268,23561420800
24019532,0,5636,23563124736
24019533,0,13025,23567122432
24019534,0,9399,23570038784
24019535,0,9158,23572299776
24019536,0,10351,23573495808
24019537,0,6104,23574200320
24019538,0,7697,23576674304
24019539,0,13178,23580540928
24019540,0,3234,23581687808
24019541,0,16604,23586603008
24019542,0,11214,23590125568
24019543,0,4149,23591501824
24019544,0,15324,23595417600
24019545,0,10315,23596646400
24019546,0,2914,23596826624
24019547,0,6717,23597187072
24019548,0,14042,23603937280
24019549,0,3377,23603937280
24019550,0,17848,23604002816
24019551,0,9734,23604002816
24019552,0,8356,23604002816
24019553,0,3190,23604002816
24019554,0,3929,23604002816
24019555,0,15568,23604002816
24019556,0,10245,23604002816
24019557,0,8264,23604002816
24019558,0,9118,23604002816
24019559,0,4994,23604002816
24019560,0,8543,23604002816
24019561,0,7770,23604002816
24019562,0,10502,23604002816
24019563,0,6606,23604002816
24019564,0,9817,23604002816
24019565,0,7896,23604002816
24019566,0,7189,23604002816
24019567,0,4958,23604002816
24019568,0,3346,23604002816
24019569,0,14690,23604002816
24019570,0,9661,23604002816
24019571,0,6372,23604002816
24019572,0,4809,23604002816
24019573,0,12611,23604002816
24019574,0,9942,23604002816
24019575,0,7561,23604002816
24019576,0,8076,23604002816
24019577,0,9018,23604002816
24019578,0,9419,23604002816
24019579,0,6432,23604002816
24019580,0,7452,23604002816
24019581,0,8970,23604002816
24019582,0,7768,23604002816
24019583,0,7409,23604002816
24019584,0,9966,23604002816
24019585,0,9863,23604002816
24019586,0,5346,23604002816
24019587,0,11338,23604002816
24019588,0,9715,23604002816
24019589,0,7012,23604002816
24019590,0,8922,23604002816
24019591,0,9363,23604002816
24019592,0,6152,23604002816
24019593,0,6836,23604002816
24019594,0,10212,23604002816
24019595,0,10747,23604002816
24019596,0,7048,23604002816
24019597,0,9282,23604002816
24019598,0,8297,23604002816
24019599,0,7757,23604002816
24019600,0,7700,23604002816
24019601,0,10726,23604002816
24019602,0,12971,23604002816
24019603,0,10947,23604002816
24019604,0,10582,23604002816
24019605,0,6379,23604002816
24019606,0,6485,23604002816
24019607,0,2816,23604002816
24019608,0,6818,23604002816
24019609,0,12085,23604002816
24019610,0,2010,23604002816
24019611,0,7462,23604002816
24019612,0,7461,23604002816
24019613,0,9688,23604002816
24019614,0,17343,23604002816
24019615,0,2436,23604002816
24019616,0,15209,23604002816
24019617,0,5997,23604002816
24019618,0,9252,23604002816
24019619,0,9731,23604002816
24019620,0,9416,23604002816
24019621,0,7502,23604002816
24019622,0,4025,23604002816
24019623,0,19724,23604002816
24019624,0,7751,23604002816
24019625,0,9605,23604002816
24019626,0,7888,23604002816
24019627,0,8340,23604002816
24019628,0,8771,23604002816
24019629,0,8800,23604002816
24019630,0,6181,23604002816
24019631,0,5831,23604002816
24019632,0,9381,23604002816
24019633,0,9109,23604002816
24019634,0,8463,23604002816
24019635,0,4164,23604002816
24019636,0,14829,23604002816
24019637,0,6399,23604002816
24019638,0,8878,23604002816
24019639,0,7249,23604002816
24019640,0,6849,23604002816
24019641,0,6797,23604002816
24019642,0,6089,23604002816
24019643,0,14041,23604002816
24019644,0,5790,23604002816
24019645,0,8350,23604002816
24019646,0,2362,23604002816
24019647,0,8781,23604002816
24019648,0,14270,23604002816
24019649,0,7469,23604002816
24019650,0,3872,23604002816
24019651,0,12120,23604002816
